tree_id,legal_status,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,species_latin,species_english
30372,DPW Maintained,498x Arkansas St,1,Sidewalk: Curb side : Cutout,Private,02/03/1956,10,3x3,37.76004506,-122.3983204,Ulmus parvifolia,Chinese Elm
30460,DPW Maintained,470 Union St,1,Sidewalk: Curb side : Cutout,Private,11/05/1956,19,4x4,37.80073861,-122.4072641,Pittosporum undulatum,Victorian Box
30454,DPW Maintained,381 Union St,1,Sidewalk: Curb side : Cutout,Private,11/05/1956,8,3x3,37.80081348,-122.4057006,Pittosporum undulatum,Victorian Box
30428,DPW Maintained,434 Union St,1,Sidewalk: Curb side : Cutout,Private,11/05/1956,13,7x3,37.80082159,-122.4066028,Pittosporum undulatum,Victorian Box
30468,DPW Maintained,485 Union St,2,Sidewalk: Curb side : Cutout,Private,29/05/1956,8,3x3,37.80061293,-122.4072924,Melaleuca quinquenervia,Cajeput
30470,DPW Maintained,485 Union St,3,Sidewalk: Curb side : Cutout,Private,29/05/1956,8,3x3,37.80061894,-122.4072512,Melaleuca quinquenervia,Cajeput
30490,DPW Maintained,947 Bush St,4,Sidewalk: Curb side : Cutout,Private,05/09/1956,16,3x3,37.78958809,-122.4126873,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
53227,DPW Maintained,1419 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,18/07/1969,13,3x3,37.79534774,-122.41886,Myoporum laetum,Myoporum
233988,Permitted Site,575 Belvedere St,1,Sidewalk: Curb side : Cutout,Private,21/08/1969,17,Width 4ft,37.76224005,-122.4479505,Pittosporum tenuifolium,Tawhiwhi Pittosporum
53304,Permitted Site,47 Vicksburg St,1,Sidewalk: Curb side : Cutout,Private,21/08/1969,2,4x4,37.75408027,-122.4286871,Prunus spp,Cherry
53285,DPW Maintained,2641 Franklin St,1,Sidewalk: Curb side : Cutout,Private,25/08/1969,20,4x5,37.79888915,-122.4258006,Pittosporum undulatum,Victorian Box
53310,DPW Maintained,2427 29th Ave,1,Sidewalk: Curb side : Cutout,Private,28/08/1969,12,3x3,37.7420385,-122.4864416,Pittosporum undulatum,Victorian Box
53309,Permitted Site,1775 11th Ave,1,Sidewalk: Property side : Cutout,Private,28/08/1969,30,6x4,37.75510636,-122.467926,Eucalyptus microtheca,Flooded Box: Coolibah
53477,Permitted Site,310 Orizaba Ave,1,Sidewalk: Curb side : Cutout,Private,27/10/1969,14,4x5,37.71492961,-122.4625184,Olea europaea,Olive Tree
53479,DPW Maintained,3600 Washington St,1,Sidewalk: Curb side : Cutout,Private,27/10/1969,36,6x12,37.78935058,-122.4524865,Acacia melanoxylon,Blackwood Acacia
240158,Permitted Site,569 Belvedere St,1,Sidewalk: Curb side : Cutout,Private,30/10/1969,6,Width 3ft,37.76230799,-122.4479623,Pyrus kawakamii,Evergreen Pear
53524,Permitted Site,226 Farallones St,1,Sidewalk: Curb side : Cutout,Private,02/12/1969,3,3x3,37.7141195,-122.460029,Olea europaea,Olive Tree
53619,DPW Maintained,2635 Scott St,1,Sidewalk: Curb side : Cutout,Private,29/12/1969,14,6x9,37.79413357,-122.4400349,Platanus x hispanica,Sycamore: London Plane
53638,Permitted Site,579 Castro St,1,Sidewalk: Curb side : Cutout,Private,21/01/1970,10,3x3,37.75964924,-122.4347966,Magnolia grandiflora,Southern Magnolia
53674,DPW Maintained,2324 Divisadero St,1,Sidewalk: Curb side : Cutout,Private,02/02/1970,27,3x3,37.79120979,-122.4409703,Myoporum laetum,Myoporum
53732,DPW Maintained,145 Topeka Ave,1,Sidewalk: Curb side : Cutout,Private,07/01/1972,11,3x3,37.73373881,-122.398693,Callistemon citrinus,Lemon Bottlebrush
53730,DPW Maintained,131 Topeka Ave,1,Sidewalk: Curb side : Cutout,Private,07/01/1972,11,3x3,37.73380278,-122.3988602,Callistemon citrinus,Lemon Bottlebrush
53731,DPW Maintained,137 Topeka Ave,1,Sidewalk: Curb side : Cutout,Private,07/01/1972,11,3x3,37.73376323,-122.3987641,Callistemon citrinus,Lemon Bottlebrush
53727,DPW Maintained,120 Topeka Ave,1,Sidewalk: Curb side : Cutout,Private,07/01/1972,14,3x3,37.73374525,-122.3990089,Callistemon citrinus,Lemon Bottlebrush
214188,DPW Maintained,358 San Benito Way,1,Sidewalk: Curb side : Cutout,Private,03/02/1972,21,Width 3ft,37.73018781,-122.4672748,Schinus terebinthifolius,Brazilian Pepper
214192,DPW Maintained,359 San Benito Way,1,Sidewalk: Curb side : Cutout,Private,23/02/1972,16,Width 3ft,37.72994863,-122.467281,Schinus terebinthifolius,Brazilian Pepper
53937,DPW Maintained,174 09th Ave,1,Sidewalk: Curb side : Cutout,Private,27/03/1972,12,3x4,37.78513897,-122.4677289,Acacia melanoxylon,Blackwood Acacia
53961,DPW Maintained,2456 Steiner St,1,Sidewalk: Curb side : Cutout,Private,29/03/1972,14,3x3,37.79213025,-122.4360907,Metrosideros excelsa,New Zealand Xmas Tree
54052,Permitted Site,284 O'Farrell St,1,Sidewalk: Curb side : Cutout,Private,18/04/1972,12,3x3,37.78631635,-122.4093536,Metrosideros excelsa,New Zealand Xmas Tree
54082,DPW Maintained,2345 Jackson St,1,Sidewalk: Curb side : Cutout,Private,12/05/1972,17,3x3,37.79251779,-122.4336422,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
54085,DPW Maintained,2379 Jackson St,1,Sidewalk: Curb side : Cutout,Private,12/05/1972,18,3x3,37.79247463,-122.4340896,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
54083,DPW Maintained,2357 Jackson St,1,Sidewalk: Curb side : Cutout,Private,12/05/1972,16,3x3,37.79249208,-122.4338072,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
240582,DPW Maintained,8 Sharon St,1,Sidewalk: Curb side : Cutout,Private,16/05/1972,15,Width 3ft,37.76573347,-122.4299683,Schinus terebinthifolius,Brazilian Pepper
54376,DPW Maintained,2369 Jackson St,1,Sidewalk: Curb side : Cutout,Private,05/06/1972,17,3x3,37.79247463,-122.4340001,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
54373,DPW Maintained,1681 Greenwich St,1,Sidewalk: Curb side : Cutout,Private,05/06/1972,12,3x3,37.79995879,-122.4274721,Pittosporum undulatum,Victorian Box
54375,DPW Maintained,2325 Jackson St,1,Sidewalk: Curb side : Cutout,Private,05/06/1972,7,3x3,37.79256095,-122.4334086,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
54186,DPW Maintained,1536 Kirkwood Ave,1,Sidewalk: Curb side : Cutout,Private,19/06/1972,20,3x3,37.73751221,-122.3886375,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
54185,DPW Maintained,1526 Kirkwood Ave,1,Sidewalk: Curb side : Cutout,Private,19/06/1972,30,4x4,37.73745022,-122.3885432,Corymbia ficifolia,Red Flowering Gum
54407,Permitted Site,1260 08th Ave,1,Sidewalk: Curb side : Cutout,Private,20/06/1972,20,3x3,37.76483179,-122.4652071,Corymbia ficifolia,Red Flowering Gum
232379,DPW Maintained,4235 24th St,1,Sidewalk: Curb side : Cutout,Private,26/06/1972,16,Width 3ft,37.75105581,-122.4371598,Myoporum laetum,Myoporum
54255,Permitted Site,191 Caselli Ave,1,Sidewalk: Curb side : Cutout,Private,03/07/1972,10,3x3,37.75950902,-122.4428017,Prunus cerasifera,Cherry Plum
210598,Permitted Site,44 Hugo St,1,Sidewalk: Curb side : Cutout,Private,10/07/1972,16,Width 4ft,37.76536309,-122.4586744,Olea europaea,Olive Tree
210743,Permitted Site,45 Hugo St,1,Sidewalk: Curb side : Cutout,Private,10/07/1972,14,Width 4ft,37.76525712,-122.4583955,Olea europaea,Olive Tree
54592,DPW Maintained,329 Mississippi St,1,Sidewalk: Curb side : Cutout,Private,12/07/1972,13,7x6,37.76212531,-122.3944438,Liquidambar styraciflua,American Sweet Gum
54555,DPW Maintained,38 Maddux Ave,1,Sidewalk: Curb side : Cutout,Private,18/07/1972,12,3x3,37.73464511,-122.3983631,Callistemon citrinus,Lemon Bottlebrush
54609,Permitted Site,301 Hugo St,1,Sidewalk: Curb side : Cutout,Private,19/07/1972,12,3x3,37.7651366,-122.4610503,Maytenus boaria,Mayten
54734,Permitted Site,1237 02nd Ave,1,Sidewalk: Curb side : Cutout,Private,24/07/1972,16,3x3,37.76552329,-122.4589859,Olea europaea,Olive Tree
54659,Permitted Site,290x BLANKEN AVE,4,Sidewalk: Curb side : Cutout,Private,27/07/1972,14,3x3,37.71155023,-122.3993765,Pittosporum undulatum,Victorian Box
54523,DPW Maintained,376 Missouri St,1,Sidewalk: Curb side : Cutout,Private,31/07/1972,24,7x9,37.76162189,-122.3965377,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
54530,DPW Maintained,846 37th Ave,1,Sidewalk: Curb side : Cutout,Private,31/07/1972,14,6x9,37.77296897,-122.4970392,Metrosideros excelsa,New Zealand Xmas Tree
54522,DPW Maintained,455 Arkansas St,1,Sidewalk: Curb side : Cutout,Private,31/07/1972,11,3x3,37.76038145,-122.3981608,Callistemon citrinus,Lemon Bottlebrush
54673,DPW Maintained,300 Wheeler Ave,1,Sidewalk: Curb side : Cutout,Private,04/08/1972,24,3x5,37.71172664,-122.4000325,Corymbia ficifolia,Red Flowering Gum
54767,DPW Maintained,198 Nueva Ave,1,Sidewalk: Curb side : Cutout,Private,09/08/1972,7,3x3,37.71132839,-122.397397,Cordyline australis,Dracena Palm
54921,Permitted Site,363 San Benito Way,1,Sidewalk: Curb side : Cutout,Private,10/08/1972,13,4x6,37.72987229,-122.4672836,Schinus terebinthifolius,Brazilian Pepper
54847,DPW Maintained,2056 Grove St,1,Sidewalk: Curb side : Cutout,Private,10/08/1972,20,3x3,37.77441061,-122.4504652,Eucalyptus Spp,Eucalyptus
214191,DPW Maintained,363 San Benito Way,1,Sidewalk: Curb side : Cutout,Private,10/08/1972,14,Width 3ft,37.72982406,-122.4673491,Schinus terebinthifolius,Brazilian Pepper
54854,DPW Maintained,240 Clayton St,1,Sidewalk: Curb side : Cutout,Private,10/08/1972,10,3x3,37.77286547,-122.4491248,Pittosporum undulatum,Victorian Box
54805,DPW Maintained,875 California St,1,Sidewalk: Curb side : Cutout,Private,15/08/1972,18,3x3,37.79200008,-122.4087935,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
221734,DPW Maintained,203 Carl St,1,Sidewalk: Curb side : Cutout,Private,17/08/1972,12,Width 4ft,37.76529206,-122.4529344,Prunus cerasifera,Cherry Plum
54866,Permitted Site,1849 Hayes St,1,Sidewalk: Curb side : Cutout,Private,17/08/1972,17,3x3,37.77376549,-122.4468603,Pittosporum undulatum,Victorian Box
54948,Planning Code 138.1 required,1531 44th Ave,1,Sidewalk: Curb side : Cutout,Private,28/08/1972,15,6x3,37.75803779,-122.5036849,Metrosideros excelsa,New Zealand Xmas Tree
54991,DPW Maintained,646 16th Ave,1,Sidewalk: Curb side : Cutout,Private,12/09/1972,13,3x3,37.77588741,-122.4746772,Fraxinus uhdei,Shamel Ash: Evergreen Ash
55020,DPW Maintained,4001 Balboa St,1,Sidewalk: Curb side : Cutout,Private,12/09/1972,5,3x3,37.77542526,-122.5018305,Metrosideros excelsa,New Zealand Xmas Tree
54997,DPW Maintained,516 16th Ave,1,Sidewalk: Curb side : Cutout,Private,12/09/1972,7,5x6,37.77824556,-122.4748488,Callistemon citrinus,Lemon Bottlebrush
54938,DPW Maintained,540 Blanken Ave,1,Sidewalk: Curb side : Cutout,Private,13/09/1972,14,4x3,37.71098623,-122.3966774,Ligustrum lucidum,Glossy Privet
55105,DPW Maintained,219 Clayton St,1,Sidewalk: Curb side : Cutout,Private,14/09/1972,14,3x3,37.77319717,-122.4493437,Ficus retusa nitida,Banyan Fig
55074,DPW Maintained,1737 McKinnon Ave,1,Sidewalk: Curb side : Cutout,Private,14/09/1972,14,3x3,37.73750121,-122.3922607,Pittosporum undulatum,Victorian Box
55152,Permitted Site,3938 24th St,1,Sidewalk: Curb side : Cutout,Private,21/09/1972,6,3x3,37.75157209,-122.4305326,Pittosporum undulatum,Victorian Box
55287,DPW Maintained,1262 25th Ave,1,Sidewalk: Curb side : Cutout,Private,18/10/1972,8,3x3,37.76399904,-122.4835278,Olea europaea,Olive Tree
55313,DPW Maintained,1100 Goettingen St,1,Sidewalk: Curb side : Cutout,Private,26/10/1972,8,9x3,37.71832618,-122.4030783,Olea europaea,Olive Tree
55314,DPW Maintained,1108 Goettingen St,1,Sidewalk: Curb side : Cutout,Private,26/10/1972,9,3x12,37.71825269,-122.4030507,Olea europaea,Olive Tree
55354,DPW Maintained,601 Clement St,1,Sidewalk: Curb side : Cutout,Private,22/11/1972,10,3x3,37.78281148,-122.465691,Ulmus parvifolia,Chinese Elm
55566,DPW Maintained,1120 Goettingen St,1,Sidewalk: Curb side : Cutout,Private,06/12/1972,14,3x3,37.71813352,-122.4029879,Ficus microcarpa,Chinese Banyan
55568,DPW Maintained,1132 Goettingen St,1,Sidewalk: Curb side : Cutout,Private,06/12/1972,13,3x2,37.71798852,-122.4029352,Ficus microcarpa,Chinese Banyan
220498,DPW Maintained,217 Douglass St,1,Sidewalk: Curb side : Cutout,Private,06/12/1972,8,Width 3ft,37.76013874,-122.439225,Acer rubrum,Red Maple
55578,Permitted Site,1365 09th Ave,1,Sidewalk: Curb side : Cutout,Private,04/01/1973,15,3x3,37.76283416,-122.4663167,Metrosideros excelsa,New Zealand Xmas Tree
55687,Permitted Site,199x PROSPECT AVE,1,Sidewalk: Curb side : Cutout,Private,15/02/1973,15,5x9,37.74235389,-122.4192342,Lophostemon confertus,Brisbane Box
232659,DPW Maintained,15 Eugenia Ave,1,Sidewalk: Curb side : Cutout,Private,23/02/1973,24,Width 4ft,37.74194959,-122.4213988,Metrosideros excelsa,New Zealand Xmas Tree
55669,Permitted Site,112 Eugenia Ave,1,Sidewalk: Curb side : Cutout,Private,23/02/1973,14,3x3,37.74163193,-122.4208861,Corymbia ficifolia,Red Flowering Gum
55765,DPW Maintained,1936 Irving St,1,Sidewalk: Curb side : Cutout,Private,28/02/1973,8,3x3,37.76363506,-122.478991,Trachycarpus fortunei,Windmill Palm
55741,Permitted Site,2289 15th St,1,Sidewalk: Curb side : Cutout,Private,28/02/1973,13,3x3,37.76567316,-122.435186,Ficus nitida,Laurel Fig
51944,Permitted Site,295X Diamond St,1,Sidewalk: Curb side : Cutout,Private,28/02/1973,6,3x3,37.75766531,-122.4362856,Pyrus calleryana,Ornamental Pear
55718,Permitted Site,53 Walter St,1,Sidewalk: Curb side : Cutout,Private,02/03/1973,12,6x7,37.76834493,-122.4322873,Olea europaea 'Fruitless',Fruitless Olive
55726,Permitted Site,2150 15th St,1,Sidewalk: Curb side : Cutout,Private,05/03/1973,30,4x4,37.76600753,-122.4320323,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
225474,Permitted Site,2226 15th St,1,Sidewalk: Curb side : Cutout,Private,05/03/1973,22,Width 3ft,37.7658877,-122.4339305,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
55728,Permitted Site,2158 15th St,1,Sidewalk: Curb side : Cutout,Private,05/03/1973,15,4x4,37.76599575,-122.4322262,Ficus nitida,Laurel Fig
225477,Permitted Site,2150 15th St,1,Sidewalk: Curb side : Cutout,Private,05/03/1973,27,Width 3ft,37.76605663,-122.4322101,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
55827,DPW Maintained,154 11th Ave,1,Sidewalk: Curb side : Cutout,Private,09/03/1973,10,3x3,37.78540192,-122.4698904,Podocarpus macrophyllus,Yew Pine
102352,Permitted Site,106 Surrey St,2,Sidewalk: Curb side : Cutout,Private,13/03/1973,8,3x3,37.73618418,-122.4345256,Platanus x hispanica,Sycamore: London Plane
55754,Permitted Site,106 Surrey St,1,Sidewalk: Curb side : Cutout,Private,13/03/1973,14,3x3,37.73620553,-122.4345567,Platanus x hispanica,Sycamore: London Plane
213924,Permitted Site,8 Hill Point Ave,1,Sidewalk: Curb side : Cutout,Private,20/03/1973,4,Width 3ft,37.76465755,-122.4557728,Pyrus kawakamii,Evergreen Pear
55863,Permitted Site,261 Fair Oaks St,1,Sidewalk: Curb side : Cutout,Private,25/04/1973,12,3x3,37.75254447,-122.423957,Zelkova serrata,Sawleaf Zelkova
55763,Permitted Site,390 FRANCONIA ST,1,Sidewalk: Curb side : Cutout,Private,16/05/1973,12,2x4,37.74374666553421,-122.4082352,Acer saccharinum,Silver Maple
209652,Permitted Site,542 Moraga St,1,Sidewalk: Curb side : Cutout,Private,17/05/1973,10,Width 3ft,37.75653473,-122.4686951,Maytenus boaria,Mayten
55923,Permitted Site,530 Moraga St,1,Sidewalk: Curb side : Cutout,Private,17/05/1973,3,3x3,37.75654227,-122.468277,Olea europaea 'Fruitless',Fruitless Olive
56041,Permitted Site,59 Walter St,1,Sidewalk: Curb side : Cutout,Private,06/06/1973,10,5x6,37.76824587,-122.4322778,Olea europaea,Olive Tree
56043,Permitted Site,4129 18th St,1,Sidewalk: Curb side : Cutout,Private,12/06/1973,9,3x3,37.76079832,-122.4353265,Callistemon viminalis,Weeping Bottlebrush
56094,DPW Maintained,780 47th Ave,1,Sidewalk: Curb side : Cutout,Private,25/06/1973,32,3x6,37.77377965,-122.5078416,Metrosideros excelsa,New Zealand Xmas Tree
54426,DPW Maintained,770 Carolina St,1,Sidewalk: Curb side : Cutout,Private,02/07/1973,15,3x3,37.75884163,-122.4001632,Callistemon viminalis,Weeping Bottlebrush
56163,DPW Maintained,575 16th Ave,1,Sidewalk: Curb side : Cutout,Private,02/07/1973,6,3x3,37.77721434,-122.4749457,Callistemon citrinus,Lemon Bottlebrush
56149,DPW Maintained,426 16th Ave,1,Sidewalk: Curb side : Cutout,Private,02/07/1973,18,4x4,37.77992572,-122.4749682,Callistemon viminalis,Weeping Bottlebrush
56255,Permitted Site,250 Randall St,2,Sidewalk: Curb side : Cutout,Private,20/07/1973,12,3x3,37.7401987,-122.4287167,Ligustrum lucidum,Glossy Privet
56244,Permitted Site,259 Bartlett St,1,Sidewalk: Curb side : Cutout,Private,20/07/1973,3,3x4,37.75283781,-122.4195289,Magnolia doltsopa,Himalayan Magnolia
56308,DPW Maintained,171 09th Ave,1,Sidewalk: Curb side : Cutout,Private,25/07/1973,14,3x3,37.7852158,-122.4678914,Schinus terebinthifolius,Brazilian Pepper
232303,DPW Maintained,28 Alma St,1,Sidewalk: Curb side : Cutout,Private,25/07/1973,22,Width 4ft,37.76333921,-122.4485901,Myoporum laetum,Myoporum
56289,Permitted Site,26 Alma St,1,Sidewalk: Curb side : Cutout,Private,25/07/1973,3,7x6,37.76339333,-122.4484744,Myoporum laetum,Myoporum
221746,Permitted Site,200 Grattan St,1,Sidewalk: Curb side : Cutout,Private,31/07/1973,25,Width 3ft,37.76386322,-122.4513301,Pittosporum spp,Pittosporum spp
56267,Permitted Site,20 Liberty St,1,Sidewalk: Curb side : Cutout,Private,31/07/1973,20,6x6,37.75774551,-122.421649,Fraxinus uhdei,Shamel Ash: Evergreen Ash
228132,DPW Maintained,236 Grattan St,1,Sidewalk: Curb side : Cutout,Private,31/07/1973,23,Width 3ft,37.76382058,-122.4516988,Fraxinus uhdei,Shamel Ash: Evergreen Ash
56338,DPW Maintained,374 27th Ave,1,Sidewalk: Curb side : Cutout,Private,06/08/1973,8,3x3,37.78239274,-122.4869683,Maytenus boaria,Mayten
56309,DPW Maintained,205 09th Ave,1,Sidewalk: Curb side : Cutout,Private,15/08/1973,14,3x3,37.78447266,-122.467835,Olea europaea,Olive Tree
56373,DPW Maintained,1438 Cabrillo St,1,Sidewalk: Curb side : Cutout,Private,16/08/1973,31,6x8,37.77498031,-122.4742632,Metrosideros excelsa,New Zealand Xmas Tree
56421,DPW Maintained,232 18th Ave,1,Sidewalk: Curb side : Cutout,Private,20/08/1973,12,5x5,37.78363034,-122.4773782,Ligustrum lucidum,Glossy Privet
56923,Permitted Site,3917 24th St,1,Sidewalk: Curb side : Cutout,Private,09/07/1974,18,3x3,37.75149238,-122.4300324,Callistemon viminalis,Weeping Bottlebrush
56779,DPW Maintained,118 Naples St,1,Sidewalk: Curb side : Cutout,Private,26/07/1974,10,3x3,37.72675721,-122.4268422,Ulmus parvifolia,Chinese Elm
56835,DPW Maintained,1650 Noriega St,1,Sidewalk: Curb side : Cutout,Private,02/08/1974,9,3x3,37.75413222,-122.4816179,Metrosideros excelsa,New Zealand Xmas Tree
233176,DPW Maintained,980 Ashbury St,1,Sidewalk: Curb side : Cutout,Private,02/08/1974,10,Width 3ft,37.76452672,-122.4457636,Olea europaea,Olive Tree
56836,DPW Maintained,1790 24th Ave,1,Sidewalk: Curb side : Cutout,Private,02/08/1974,2,3X3,37.7541647,-122.4817438,Ligustrum lucidum,Glossy Privet
220524,DPW Maintained,110 Steiner St,1,Sidewalk: Curb side : Cutout,Private,09/08/1974,38,Width 3ft,37.77029679,-122.4316832,Populus nigra 'Italica',Lombardy Poplar
56905,DPW Maintained,1883 34th Ave,1,Sidewalk: Curb side : Cutout,Private,12/08/1974,5,3x3,37.75201843,-122.4925173,Arbutus 'Marina',Hybrid Strawberry Tree
56918,DPW Maintained,757 Athens St,1,Sidewalk: Curb side : Cutout,Private,14/08/1974,8,3x3,37.71610628,-122.4325277,Pyrus calleryana 'Bradford',Ornamental Pear: Bradford
56934,DPW Maintained,1923 Pierce St,1,Sidewalk: Curb side : Cutout,Private,15/08/1974,16,3x3,37.78798225,-122.4371219,Ficus retusa nitida,Banyan Fig
56938,DPW Maintained,3701 Sacramento St,1,Sidewalk: Curb side : Cutout,Private,15/08/1974,16,6x8,37.78726812,-122.4537918,Metrosideros excelsa,New Zealand Xmas Tree
56933,DPW Maintained,1915 Pierce St,1,Sidewalk: Curb side : Cutout,Private,15/08/1974,14,3x3,37.78786484,-122.4370975,Ficus retusa nitida,Banyan Fig
56932,DPW Maintained,1911 Pierce St,1,Sidewalk: Curb side : Cutout,Private,15/08/1974,18,3x3,37.78773677,-122.4370754,Ficus retusa nitida,Banyan Fig
56945,Permitted Site,136 Delmar St,1,Sidewalk: Curb side : Cutout,Private,26/08/1974,16,3x3,37.766558,-122.4452977,Metrosideros excelsa,New Zealand Xmas Tree
231751,Permitted Site,1015 Diamond St,1,Sidewalk: Curb side : Cutout,Private,27/08/1974,10,Width 4ft,37.74929469,-122.4360245,Maytenus boaria,Mayten
56974,DPW Maintained,143 02nd Ave,1,Sidewalk: Curb side : Cutout,Private,27/08/1974,6,3x3,37.78601667,-122.4604302,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
52993,Permitted Site,1210 Sanchez St,1,Sidewalk: Curb side : Cutout,Private,27/08/1974,24,3x3,37.7497769,-122.4295723,Liquidambar styraciflua 'Burgundy',Burgundy Sweet Gum
56997,Permitted Site,469 Hill St,1,Sidewalk: Curb side : Cutout,Private,27/08/1974,14,4x4,37.75539381,-122.4315429,Eucalyptus polyanthemos,Silver Dollar Eucalyptus
126282,DPW Maintained,1442 Broadway,1,Sidewalk: Curb side : Cutout,Private,27/08/1974,22,Width 4ft,37.79615137,-122.4208587,Corymbia ficifolia,Red Flowering Gum
56992,Permitted Site,4180 26TH ST,1,Sidewalk: Curb side : Cutout,Private,27/08/1974,32,3x3,37.74822343,-122.4333225,Olea europaea,Olive Tree
57057,Permitted Site,2106 Scott St,1,Sidewalk: Curb side : Cutout,Private,02/10/1974,24,4x4,37.78929608,-122.4388869,Platanus x hispanica,Sycamore: London Plane
57018,Permitted Site,73 Henry St,1,Sidewalk: Curb side : Cutout,Private,16/10/1974,3,3x3,37.76662831,-122.4327056,Magnolia grandiflora 'Little Gem',Little Gem Magnolia
57006,Permitted Site,154 Sanchez St,1,Sidewalk: Curb side : Cutout,Private,16/10/1974,8,3x3,37.76666969,-122.4311741,Lophostemon confertus,Brisbane Box
245168,Permitted Site,233 Central Ave,1,Sidewalk: Curb side : Cutout,Private,21/10/1974,20,Width 0ft,37.77178915,-122.4439997,Cinnamomum camphora,Camphor Tree
57068,DPW Maintained,918 Minnesota St,1,Sidewalk: Curb side : Cutout,Private,22/10/1974,15,6x7,37.75898996,-122.3904249,Ulmus parvifolia,Chinese Elm
57069,DPW Maintained,920 Minnesota St,1,Sidewalk: Curb side : Cutout,Private,22/10/1974,27,7x13,37.75891631,-122.3904278,Laurus nobilis,Sweet Bay: Grecian Laurel
57070,DPW Maintained,924 Minnesota St,1,Sidewalk: Curb side : Cutout,Private,22/10/1974,12,7x10,37.75881635,-122.3904173,Koelreuteria bipinnata,Chinese Flame Tree
57071,DPW Maintained,930 Minnesota St,1,Sidewalk: Curb side : Cutout,Private,22/10/1974,12,6.5x9,37.7587675,-122.3904116,Albizia julibrissin,Mimosa Silk Tree
57074,DPW Maintained,966 Minnesota St,1,Sidewalk: Curb side : Cutout,Private,22/10/1974,24,9x7.5,37.75831222,-122.3903613,Ulmus parvifolia,Chinese Elm
57108,Permitted Site,280 Chattanooga St,1,Sidewalk: Curb side : Cutout,Private,23/10/1974,24,6x6,37.75208799,-122.426452,Ficus nitida,Laurel Fig
245879,Permitted Site,100 Broderick St,1,Sidewalk: Curb side : Cutout,Private,23/10/1974,20,Width 0ft,37.77132459,-122.4386072,Corymbia ficifolia,Red Flowering Gum
57141,Permitted Site,58 Cumberland St,1,Sidewalk: Curb side : Cutout,Private,23/10/1974,22,3x3,37.75915744,-122.4249097,Pittosporum undulatum,Victorian Box
57140,Permitted Site,3224 23rd St,1,Sidewalk: Curb side : Cutout,Private,23/10/1974,22,4x4,37.75404483,-122.4173773,Corymbia ficifolia,Red Flowering Gum
57101,Permitted Site,3721 23rd St,2,Sidewalk: Curb side : Cutout,Private,23/10/1974,4,3x3,37.75332557,-122.4258637,Ulmus parvifolia 'Athena',Chinese Elm 'Athena'
237774,Permitted Site,65 States St,1,Sidewalk: Curb side : Cutout,Private,26/10/1974,8,Width 3ft,37.76332494,-122.4367564,Prunus cerasifera,Cherry Plum
57277,Permitted Site,65 Homestead St,1,Sidewalk: Curb side : Cutout,Private,10/01/1975,12,3x3,37.74993979,-122.4393565,Liquidambar styraciflua,American Sweet Gum
57242,Permitted Site,89 Walter St,1,Sidewalk: Curb side : Cutout,Private,10/01/1975,24,5x5,37.76775058,-122.4322303,Olea europaea,Olive Tree
224354,DPW Maintained,3030 16th St,1,Sidewalk: Curb side : Cutout,Private,27/08/1976,21,Width 4ft,37.76508132,-122.4203326,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
57300,Permitted Site,3178 16th St,1,Sidewalk: Curb side : Cutout,Private,27/08/1976,14,3x3,37.76488604,-122.4235899,Ficus nitida,Laurel Fig
224355,DPW Maintained,3120 16th St,1,Sidewalk: Curb side : Cutout,Private,27/08/1976,23,Width 6ft,37.7649553,-122.4224799,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
57298,Permitted Site,3120 16th St,1,Sidewalk: Curb side : Cutout,Private,27/08/1976,20,5x5,37.76495791,-122.4224007,Ficus nitida,Laurel Fig
57302,Permitted Site,3200 16th St,1,Sidewalk: Curb side : Cutout,Private,27/08/1976,22,8x8,37.76485378,-122.4241237,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem'
