legal_status,address,caretaker,date,dbh,plot_size,latitude,longitude,species_english,species_latin,year,Native,Family
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72567119,-122.4425984,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72552859,-122.4427186,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72586623,-122.4424371,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72526605,-122.4429402,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72676778,-122.4416782,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2723 Diamond St,Private,20/06/1997,20,3X3,37.73556795,-122.4340051,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,752X Persia Ave,Private,20/06/1997,16,3x3,37.72020182,-122.4299624,Chinese Elm,Ulmus parvifolia,1997,Exotic,Ulmus
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72676778,-122.4416782,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.7259343,-122.4423866,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72613327,-122.4422145,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,3143 Folsom St,Private,20/06/1997,20,5x5,37.74765617,-122.4135169,Chinese Elm,Ulmus parvifolia,1997,Exotic,Ulmus
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72572486,-122.4425546,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,790 Persia Ave,Private,20/06/1997,15,Width 3ft,37.72011396,-122.429786,Chinese Elm,Ulmus parvifolia,1997,Exotic,Ulmus
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.7254035,-122.4428227,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72599124,-122.4423328,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,20/06/1997,3,3X3,37.72560639,-122.4426497,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1900X San Jose Ave,DPW,23/06/1997,3,3X3,37.72676778,-122.4416782,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,700X Dolores St,DPW,23/06/1997,70,20,37.75796625,-122.4257271,Canary Island Date Palm,Phoenix canariensis,1997,Exotic,Phoenix
DPW Maintained,198 Dolores St,DPW,23/06/1997,70,20,37.76624081,-122.4266243,Canary Island Date Palm,Phoenix canariensis,1997,Exotic,Phoenix
DPW Maintained,700X Dolores St,DPW,23/06/1997,70,20,37.7579534,-122.4257556,Date palm (species unknown),Phoenix spp,1997,Exotic,Phoenix
DPW Maintained,794X Dolores St,DPW,23/06/1997,50,20,37.75665437,-122.4257503,Canary Island Date Palm,Phoenix canariensis,1997,Exotic,Phoenix
DPW Maintained,1900X San Jose Ave,DPW,23/06/1997,3,3X3,37.72521042,-122.4429865,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,24/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2578 San Jose Ave,DPW,25/06/1997,6,3X3,37.71680234673861,-122.4499789,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1015 Laguna St,Private,25/06/1997,6,4X4,37.78052076,-122.4271495,Weeping Bottlebrush,Callistemon viminalis,1997,Exotic,Callistemon
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,460 South Van Ness Ave,Private,25/06/1997,18,Width 4ft,37.76584315,-122.4176731,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2652 San Jose Ave,Private,25/06/1997,3,3X3,37.71515778,-122.4513658,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,2000X San Jose Ave,Rec/Park,25/06/1997,3,3X3,37.72580676,-122.4424794,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2614 San Jose Ave,DPW,25/06/1997,6,3X3,37.71590443,-122.4507412,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2660 San Jose Ave,DPW,26/06/1997,7,3X3,37.71498799,-122.4515117,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,684 San Jose Ave,DPW,26/06/1997,6,3x3,37.74449277,-122.4226197,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2666 San Jose Ave,DPW,26/06/1997,8,3X3,37.71486936,-122.4516107,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2658 San Jose Ave,Private,26/06/1997,3,3X3,37.71503371,-122.45148,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,842 San Jose Ave,DPW,26/06/1997,6,3X3,37.74085722,-122.424046,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2720 San Jose Ave,DPW,26/06/1997,7,3x3,37.71366992,-122.4528022,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2670 San Jose Ave,DPW,26/06/1997,9,3X3,37.71475834,-122.4517029,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2760 San Jose Ave,DPW,26/06/1997,6,3x3,37.71347836,-122.4531558,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,794 San Jose Ave,DPW,26/06/1997,6,3X3,37.74237904,-122.4233832,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2590 San Jose Ave,Private,26/06/1997,6,3X3,37.71648563,-122.4502459,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2584 San Jose Ave,DPW,26/06/1997,6,3X3,37.71667392,-122.4500945,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,2668 San Jose Ave,DPW,26/06/1997,3,3X3,37.71481946,-122.4516584,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,260 Orizaba Ave,Private,27/06/1997,3,3X3,37.71357866,-122.4624414,Italian Buckthorn,Rhamnus alaternus,1997,Exotic,Rhamnus
DPW Maintained,271 Orizaba Ave,DPW,27/06/1997,3,3X3,37.7138626,-122.4626422,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
Permitted Site,1900 Oakdale Ave,Private,01/07/1997,12,3x3,37.73809441,-122.396235,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,1722 Oakdale Ave,DPW,01/07/1997,6,3x3,37.73599399,-122.3926209,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,1900 Oakdale Ave,Private,01/07/1997,14,3x3,37.73816969,-122.3964667,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,1940 Oakdale Ave,DPW,01/07/1997,4,3x3,37.73848607,-122.3969262,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,1700 Oakdale Ave,Private,01/07/1997,3,3X3,37.7358082,-122.3923084,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,2550 Bay Shore Blvd,Private,02/07/1997,3,3X3,37.70987041,-122.4048167,Southern Magnolia,Magnolia grandiflora,1997,Exotic,Magnolia
DPW Maintained,2520 Bay Shore Blvd,Private,02/07/1997,3,3X3,37.71009285,-122.4046684,American Elm,Ulmus americana,1997,Exotic,Ulmus
DPW Maintained,553 Oak St,DPW,03/07/1997,6,3X3,37.77420437,-122.4284366,Southern Magnolia,Magnolia grandiflora,1997,Exotic,Magnolia
Permitted Site,240 Shotwell St,Private,05/07/1997,6,3x3,37.76275618,-122.4162355,Windmill Palm,Trachycarpus fortunei,1997,Exotic,Trachycarpus
Permitted Site,240 Shotwell St,Private,05/07/1997,6,3x3,37.76275618,-122.4162355,Windmill Palm,Trachycarpus fortunei,1997,Exotic,Trachycarpus
Permitted Site,1736 Bryant St,Private,05/07/1997,12,6x7,37.76511412,-122.4105302,Jacaranda,Jacaranda mimosifolia,1997,Exotic,Jacaranda
Permitted Site,1936 FOLSOM ST,Private,05/07/1997,6,3x3,37.76632886,-122.415565,Southern Magnolia,Magnolia grandiflora,1997,Exotic,Magnolia
Permitted Site,1960 Folsom St,Private,05/07/1997,8,Width 2ft,37.76598243,-122.4154858,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,240 SHOTWELL ST,Private,05/07/1997,6,3x3,37.76475112,-122.4164385,Windmill Palm,Trachycarpus fortunei,1997,Exotic,Trachycarpus
Permitted Site,240 Shotwell St,Private,05/07/1997,6,3x3,37.76275618,-122.4162355,Windmill Palm,Trachycarpus fortunei,1997,Exotic,Trachycarpus
Permitted Site,1960 Folsom St,Private,05/07/1997,5,Width 2ft,37.76589945,-122.4154719,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,240 Shotwell St,Private,05/07/1997,6,3x3,37.76275618,-122.4162355,Windmill Palm,Trachycarpus fortunei,1997,Exotic,Trachycarpus
Permitted Site,240 Shotwell St,Private,05/07/1997,6,3x3,37.76275618,-122.4162355,Windmill Palm,Trachycarpus fortunei,1997,Exotic,Trachycarpus
Permitted Site,1960 Folsom St,Private,05/07/1997,5,Width 2ft,37.765825,-122.4154734,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,790 Pennsylvania Ave,Private,12/07/1997,5,3x6,37.7564771,-122.3931032,American Sweet Gum,Liquidambar styraciflua,1997,Exotic,Liquidambar
Permitted Site,790 Pennsylvania Ave,Private,12/07/1997,5,3x6,37.7564771,-122.3931032,American Sweet Gum,Liquidambar styraciflua,1997,Exotic,Liquidambar
Permitted Site,790 Pennsylvania Ave,Private,12/07/1997,5,3x6,37.7564771,-122.3931032,American Sweet Gum,Liquidambar styraciflua,1997,Exotic,Liquidambar
Permitted Site,790 Pennsylvania Ave,Private,12/07/1997,5,3x6,37.7564771,-122.3931032,American Sweet Gum,Liquidambar styraciflua,1997,Exotic,Liquidambar
Permitted Site,790 Pennsylvania Ave,Private,12/07/1997,4,3x6,37.7564771,-122.3931032,American Sweet Gum,Liquidambar styraciflua,1997,Exotic,Liquidambar
Permitted Site,3618 16th St,Private,14/07/1997,14,3x3,37.76428184,-122.4335334,Laurel Fig,Ficus nitida,1997,Exotic,Ficus
DPW Maintained,49 Seacliff Ave,Private,14/07/1997,8,Width 4ft,37.78885679,-122.4858999,New Zealand Xmas Tree,Metrosideros excelsa,1997,Exotic,Metrosideros
Permitted Site,71 Harper St,Private,14/07/1997,12,12x4. 5,37.74085015,-122.4297593,Ornamental Cherry,Prunus serrulata,1997,Exotic,Prunus
DPW Maintained,756 Union St,Private,15/07/1997,6,2x3,37.80018436,-122.4117895,New Zealand Tea Tree,Leptospermum scoparium,1997,Exotic,Leptospermum
Permitted Site,224 Miguel St,Private,15/07/1997,11,Width 4ft,37.7374243,-122.4279928,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',1997,Exotic,Prunus
Permitted Site,121 Miguel St,Private,15/07/1997,8,3x3,37.73825445,-122.4286376,Cherry Plum,Prunus cerasifera,1997,Exotic,Prunus
Permitted Site,121 Miguel St,Private,15/07/1997,8,3x3,37.73825445,-122.4286376,Cherry Plum,Prunus cerasifera,1997,Exotic,Prunus
DPW Maintained,838-842 Vallejo St,Private,15/07/1997,16,3x3,37.79833449,-122.4112726,Hybrid Strawberry Tree,Arbutus 'Marina',1997,Exotic,Arbutus
DPW Maintained,1826 Buchanan St,DPW,23/07/1997,3,4X4,37.7869402,-122.4299887,Cherry Plum,Prunus cerasifera,1997,Exotic,Prunus
Permitted Site,3662 Folsom St,Private,25/07/1997,9,3x2,37.7407368,-122.4133612,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',1997,Exotic,Tristaniopsis
DPW Maintained,3101X Webster St,SFUSD,28/07/1997,7,3x3,37.79948237,-122.4343734,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
DPW Maintained,3101X Webster St,SFUSD,28/07/1997,9,3x3,37.79927481,-122.434334,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
DPW Maintained,1466 24th Ave,Private,28/07/1997,10,3x3,37.76030246,-122.4821999,Bailey's Acacia,Acacia baileyana,1997,Exotic,Acacia
Permitted Site,2752 Harrison St,Private,28/07/1997,1,5x12,37.75337815,-122.412059,Jacaranda,Jacaranda mimosifolia,1997,Exotic,Jacaranda
DPW Maintained,3101X Webster St,SFUSD,28/07/1997,8,3x3,37.79938897,-122.4343582,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
DPW Maintained,2766 Harrison St,Private,28/07/1997,10,6x3,37.75315727,-122.4120583,Maidenhair Tree,Ginkgo biloba,1997,Exotic,Ginkgo
DPW Maintained,2034 Greenwich St,Private,28/07/1997,15,5x5,37.7993431,-122.4332795,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1997,Exotic,Ficus
DPW Maintained,3101X Webster St,SFUSD,28/07/1997,9,3x3,37.79953506,-122.4343805,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
DPW Maintained,3234 Washington St,Private,28/07/1997,15,5x6,37.7900945,-122.446618,Brisbane Box,Lophostemon confertus,1997,Exotic,Lophostemon
DPW Maintained,3101X Webster St,SFUSD,28/07/1997,5,3x3,37.79943447,-122.4343673,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
DPW Maintained,3101X Webster St,SFUSD,28/07/1997,10,3x3,37.79933468,-122.4343501,Glossy Privet,Ligustrum lucidum,1997,Exotic,Ligustrum
DPW Maintained,2400 Diamond St,Private,29/07/1997,6,Width 2ft,37.73847076,-122.4357726,Victorian Box,Pittosporum undulatum,1997,Exotic,Pittosporum
DPW Maintained,2400 Diamond St,Private,29/07/1997,6,Width 2ft,37.73838545,-122.4359638,Hybrid Strawberry Tree,Arbutus 'Marina',1997,Exotic,Arbutus
DPW Maintained,930 Pine St,Private,29/07/1997,11,3x3,37.79087259,-122.4112188,Victorian Box,Pittosporum undulatum,1997,Exotic,Pittosporum
DPW Maintained,1775 Union St,Private,01/08/1997,12,3x3,37.79791393,-122.4284614,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1997,Exotic,Ficus
DPW Maintained,801 Clement St,Private,02/08/1997,5,2x2,37.78270798,-122.4679193,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',1997,Exotic,Tristaniopsis
DPW Maintained,1009 Mission St,DPW,29/08/1997,6,3X3,37.78060172,-122.4090243,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1997,Exotic,Ficus
DPW Maintained,473 23rd Ave,Private,29/08/1997,8,4.5x6,37.7787541,-122.4825804,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',1997,Exotic,Ficus
DPW Maintained,816 Potrero Ave,DPW,03/09/1997,12,3X3,37.75877114,-122.4070314,Jacaranda,Jacaranda mimosifolia,1997,Exotic,Jacaranda
DPW Maintained,2027 Oakdale Ave,DPW,19/09/1997,8,6x9,37.73908936,-122.3984121,Cherry Plum,Prunus cerasifera,1997,Exotic,Prunus
DPW Maintained,2130 Oakdale Ave,DPW,19/09/1997,12,3X3,37.74037532,-122.4003245,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,1272 Fulton St,Private,19/09/1997,10,3X4,37.77697847,-122.4377191,Bailey's Acacia,Acacia baileyana,1997,Exotic,Acacia
DPW Maintained,2869 Union St,Private,22/09/1997,13,5x12,37.79562356,-122.4465262,Brisbane Box,Lophostemon confertus,1997,Exotic,Lophostemon
DPW Maintained,705X San Jose Ave,DPW,23/09/1997,8,3X3,37.74380769,-122.4225672,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
Permitted Site,234 Orizaba Ave,Private,23/09/1997,7,Width 3ft,37.71285072,-122.4625363,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,699X San Jose Ave,DPW,23/09/1997,6,3X3,37.74392957,-122.4225622,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,3047 Buchanan St,Private,26/09/1997,3,5.5x6,37.79813759,-122.4324121,Strawberry Tree,Arbutus unedo,1997,Exotic,Arbutus
DPW Maintained,681 San Jose Ave,DPW,29/09/1997,12,3X3,37.74453101,-122.4222958,Chinese Hackberry,Celtis sinensis,1997,Exotic,Celtis
DPW Maintained,590 Valencia St,Private,30/09/1997,8,3X3,37.76351263,-122.4218633,Brisbane Box,Lophostemon confertus,1997,Exotic,Lophostemon
DPW Maintained,3919 Cesar Chavez St,Private,30/09/1997,3,3X3,37.74760075,-122.4276273,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',1997,Exotic,Prunus
DPW Maintained,1155 Ellis St,DPW,02/10/1997,6,3X3,37.78301178,-122.4251549,Brisbane Box,Lophostemon confertus,1997,Exotic,Lophostemon
DPW Maintained,1155 Ellis St,DPW,02/10/1997,18,3X3,37.78301178,-122.4251549,Brisbane Box,Lophostemon confertus,1997,Exotic,Lophostemon
DPW Maintained,1031 Fell St,Private,02/10/1997,8,3X3,37.77431548,-122.4350628,Chinese Elm,Ulmus parvifolia,1997,Exotic,Ulmus
DPW Maintained,1162 Dolores St,Private,02/10/1997,4,7x9,37.75073373,-122.4252018,Mayten,Maytenus boaria,1997,Exotic,Maytenus
DPW Maintained,201 Mansell St,DPW,10/10/1997,9,3X3,37.72075179,-122.4034065,Hybrid Strawberry Tree,Arbutus 'Marina',1997,Exotic,Arbutus
DPW Maintained,2785 San Bruno Ave,Private,10/10/1997,6,3X3,37.72661122,-122.4030841,Freeman Maple,Acer x freemanii,1997,Exotic,Acer
DPW Maintained,1700 Gough St,DPW,15/10/1997,23,3X3,37.78933936,-122.4254081,Red Ironbark,Eucalyptus sideroxylon,1997,Exotic,Eucalyptus
DPW Maintained,806 Dolores St,DPW,16/10/1997,20,3X3,37.75643076,-122.4257353,Southern Magnolia,Magnolia grandiflora,1997,Exotic,Magnolia
DPW Maintained,25 Seacliff Ave,Private,16/10/1997,12,Width 4ft,37.78887481,-122.4853985,New Zealand Xmas Tree,Metrosideros excelsa,1997,Exotic,Metrosideros
Permitted Site,2771 Bryant St,Private,24/10/1997,9,3x3,37.750084,-122.4087846,Southern Magnolia,Magnolia grandiflora,1997,Exotic,Magnolia
DPW Maintained,1785 Lombard St,Private,29/10/1997,18,3X3,37.80041379,-122.4307301,Maidenhair Tree,Ginkgo biloba,1997,Exotic,Ginkgo
DPW Maintained,1200X Fairfax Ave,DPW,31/10/1997,6,3x3,37.73821034,-122.381563,Purple-Leaf Plum,Prunus cerasifera 'Atropurpurea',1997,Exotic,Prunus
DPW Maintained,197 Sagamore St,Private,31/10/1997,6,3X3,37.71127771,-122.4588293,Maidenhair Tree,Ginkgo biloba,1997,Exotic,Ginkgo
DPW Maintained,4342 03rd St,Private,31/10/1997,4,3x3,37.73841475,-122.3895775,Ornamental Pear,Pyrus calleryana,1997,Exotic,Pyrus
DPW Maintained,1051 Bush St,Private,01/11/1997,10,3x3,37.78934053,-122.4145418,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',1997,Exotic,Prunus
DPW Maintained,402 Balboa St,DPW,07/11/1997,3,3X3,37.77734846,-122.4631984,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,4715 Geary Blvd,Private,07/11/1997,3,3X3,37.78062183,-122.4699208,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,408 Balboa St,DPW,07/11/1997,3,3X3,37.77744795,-122.4632363,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,1744 Oakdale Ave,Private,17/11/1997,6,3X3,37.73620497,-122.3930022,Cajeput,Melaleuca quinquenervia,1997,Exotic,Melaleuca
DPW Maintained,3728 Cesar Chavez St,DPW,18/11/1997,12,3X3,37.74799962,-122.4231704,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',1997,Exotic,Prunus
Permitted Site,101X Franklin St,Private,18/11/1997,6,3X3,37.77523536,-122.4210481,Brisbane Box,Lophostemon confertus,1997,Exotic,Lophostemon
Permitted Site,777 Valencia St,Private,21/11/1997,25,3X3,37.7605631,-122.4212882,Sycamore: London Plane,Platanus x hispanica,1997,Exotic,Platanus
Permitted Site,302 Virginia Ave,Private,26/11/1997,8,3X3,37.74198053,-122.4188505,Golden Wattle,Acacia longifolia,1997,Exotic,Acacia
DPW Maintained,300 Virginia Ave,Private,26/11/1997,9,3X3,37.74180861,-122.4187776,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,785 Golden Gate Ave,DPW,02/12/1997,3,3x3,37.78055967,-122.4235271,Victorian Box,Pittosporum undulatum,1997,Exotic,Pittosporum
DPW Maintained,44 Amethyst Way,Private,02/12/1997,3,3X3,37.74626333,-122.4462007,Swamp Myrtle,Tristaniopsis laurina,1997,Exotic,Tristaniopsis
DPW Maintained,355X Mansell St,DPW,03/12/1997,3,3X3,37.72044733,-122.4044957,Hybrid Strawberry Tree,Arbutus 'Marina',1997,Exotic,Arbutus
Permitted Site,120 Guerrero St,Private,03/12/1997,18,2X2,37.7693806,-122.4246817,Victorian Box,Pittosporum undulatum,1997,Exotic,Pittosporum
DPW Maintained,1810 Bush St,DPW,03/12/1997,9,3X3,37.78785256,-122.4275655,Victorian Box,Pittosporum undulatum,1997,Exotic,Pittosporum
