tree_id,site_order,caretaker,date,latitude,longitude,species_english,year,size,neighborhood,native
4268,1.0,Residential,1989-01-05,37.7473844998008,-122.433326590648,Sycamore: London Plane,1989.0,medium,Twin Peaks,Not Native
246504,1.0,Residential,1989-01-05,37.7460944007479,-122.425944484052,Photinia: Chinese photinia,1989.0,small,Twin Peaks,Not Native
4702,1.0,Public Office,1989-02-02,37.8029455537581,-122.413836905739,Banyan Fig,1989.0,medium,North Beach,Not Native
64881,1.0,Residential,1989-02-22,37.7412894981021,-122.474851664533,Bronze Loquat,1989.0,small,Taraval,Not Native
23519,2.0,Residential,1989-02-25,37.8005396722312,-122.424555536918,Sycamore: London Plane,1989.0,small,Marina,Not Native
23518,1.0,Public Office,1989-02-25,37.8005862454143,-122.424557378741,Blackwood Acacia,1989.0,medium,Marina,Not Native
64901,1.0,Residential,1989-03-17,37.7901974974694,-122.4323325691,Mayten,1989.0,small,Lower Pacific Heights,Not Native
64910,1.0,Residential,1989-03-24,37.7461841977589,-122.421695837613,Swamp Myrtle,1989.0,small,Mission,Not Native
64939,3.0,Residential,1989-03-24,37.798678227572,-122.431045672521,Chinese Banyan,1989.0,medium,Marina,Not Native
4163,1.0,Residential,1989-03-28,37.7478339350877,-122.423768117516,Brazilian Pepper,1989.0,medium,Mission,Not Native
4168,1.0,Public Office,1989-03-28,37.7479291553156,-122.424200554719,Brazilian Pepper,1989.0,medium,Mission,Not Native
4158,1.0,Public Office,1989-03-31,37.7478495841857,-122.423472835916,Kwanzan Flowering Cherry,1989.0,medium,Mission,Not Native
4153,1.0,Public Office,1989-03-31,37.7478790037267,-122.423044558975,Brazilian Pepper,1989.0,small,Mission,Not Native
4159,1.0,Residential,1989-03-31,37.7479845580381,-122.4233230934,Brazilian Pepper,1989.0,medium,Mission,Not Native
4151,1.0,Public Office,1989-03-31,37.7478883935431,-122.422955895692,Brazilian Pepper,1989.0,small,Mission,Not Native
65001,1.0,Residential,1989-03-31,37.7452728053486,-122.422373981362,Brisbane Box,1989.0,medium,Mission,Not Native
64952,1.0,Residential,1989-04-03,37.7882691351634,-122.443783551291,Southern Magnolia,1989.0,small,Lower Pacific Heights,Not Native
65007,1.0,Residential,1989-04-13,37.7679990416006,-122.413248823154,Laurel Fig,1989.0,medium,SoMa,Not Native
64662,1.0,Residential,1989-04-17,37.7968482744962,-122.445389381638,Tulip Tree,1989.0,medium,Marina,Not Native
