tree_id,site_order,caretaker,date,dbh,plot_size,latitude,longitude,species_latin,species_english,year,neighborhood,native
21901,1.0,Residential,2000-01-01,16.0,3x3,37.7628752492237,-122.38858073863,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
17770,2.0,Residential,2000-01-01,8.0,3x3,37.789068102766,-122.42441146192,Olea europaea,Olive Tree,2000.0,Nob Hill,Not Native
16452,15.0,Public Office,2000-01-01,3.0,3x3,37.7330173117391,-122.386052291775,Ulmus parvifolia,Chinese Elm,2000.0,Bayview,Not Native
17825,1.0,Residential,2000-01-07,3.0,3X3,37.7887091248695,-122.428296634483,Olea europaea,Olive Tree,2000.0,Nob Hill,Not Native
18240,6.0,Public Office,2000-01-12,3.0,4X4,37.7854609857827,-122.431209813682,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2000.0,Lower Pacific Heights,Not Native
11492,6.0,Public Office,2000-01-13,3.0,4X4,37.7402128389975,-122.376934824049,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
11491,5.0,Public Office,2000-01-13,3.0,4X4,37.7402128389975,-122.376934824049,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
13378,4.0,Public Office,2000-01-13,3.0,3X3,37.7191312087569,-122.411044830527,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Bayshore,Not Native
11495,9.0,Public Office,2000-01-13,3.0,4X4,37.7402128389975,-122.376934824049,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
4761,1.0,Public Office,2000-01-19,20.0,3X3,37.7325832370534,-122.385355225727,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Bayview,Not Native
11338,7.0,Public Office,2000-01-19,3.0,3X3,37.7305663998171,-122.382092440811,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Bayview,Not Native
26099,1.0,Public Office,2000-01-19,6.0,3x3,37.7342935630106,-122.39010874709,Eriobotrya deflexa,Bronze Loquat,2000.0,Bayview,Not Native
26433,1.0,Residential,2000-01-19,3.0,3X3,37.7354260166954,-122.391949831041,Eriobotrya deflexa,Bronze Loquat,2000.0,Bayview,Not Native
26106,1.0,Residential,2000-01-19,12.0,3x3,37.7339071573226,-122.389292708309,Eriobotrya deflexa,Bronze Loquat,2000.0,Bayview,Not Native
1282,20.0,Public Office,2000-01-19,3.0,3X3,37.7108559409462,-122.468101362588,Tristaniopsis laurina,Swamp Myrtle,2000.0,Lake Merced,Not Native
17750,2.0,Residential,2000-01-20,4.0,3X3,37.7891685966102,-122.423499124012,Lophostemon confertus,Brisbane Box,2000.0,Nob Hill,Not Native
15048,1.0,Public Office,2000-01-20,6.0,3X3,37.7361462484719,-122.388858698526,Eriobotrya deflexa,Bronze Loquat,2000.0,Bayview,Not Native
11400,2.0,Public Office,2000-01-20,6.0,3X4,37.7380750992906,-122.386267489872,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
15051,1.0,Public Office,2000-01-20,3.0,8X18,37.736009641441,-122.388987711638,Eriobotrya deflexa,Bronze Loquat,2000.0,Bayview,Not Native
24354,1.0,Public Office,2000-01-21,3.0,3X3,37.7696728873349,-122.423852771601,Ginkgo biloba,Maidenhair Tree,2000.0,SoMa,Not Native
41276,2.0,Residential,2000-01-24,10.0,5x6,37.797522984554,-122.43912450099,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',2000.0,Marina,Not Native
3945,2.0,Residential,2000-01-25,6.0,3X3,37.7668914137434,-122.435494123149,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2000.0,Castro,Not Native
1216,1.0,Residential,2000-01-25,8.0,3X3,37.711329717576,-122.4637073882,Tristaniopsis laurina,Swamp Myrtle,2000.0,Lake Merced,Not Native
5178,2.0,Residential,2000-01-25,4.0,3X3,37.7730947068858,-122.437166576312,Tristaniopsis laurina,Swamp Myrtle,2000.0,Panhandle,Not Native
4328,1.0,Residential,2000-01-26,3.0,3X3,37.7349426843331,-122.435883876812,Eucalyptus Spp,Eucalyptus,2000.0,Twin Peaks,Not Native
17205,1.0,Residential,2000-01-26,3.0,3X3,37.7841712140925,-122.421506501194,Olea europaea,Olive Tree,2000.0,Nob Hill,Not Native
18953,1.0,Residential,2000-01-26,3.0,3X3,37.7890128430163,-122.439891012071,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2000.0,Lower Pacific Heights,Not Native
24406,11.0,Public Office,2000-01-28,6.0,3x3,37.7196927494004,-122.472253753748,Corymbia ficifolia,Red Flowering Gum,2000.0,Portola,Not Native
14895,9.0,Public Office,2000-01-28,3.0,3x3,37.7433493901711,-122.383413165805,Quercus suber,Cork Oak,2000.0,Bayview,Not Native
10244,1.0,Public Office,2000-01-28,6.0,3X3,37.7729241676403,-122.42344544616,Pyrus calleryana 'Chanticleer',Ornamental Pear Tree 'Chanticleer',2000.0,Tenderloin,Not Native
11648,3.0,Public Office,2000-01-28,3.0,3,37.7268427672434,-122.471941747662,Corymbia ficifolia,Red Flowering Gum,2000.0,Portola,Not Native
24405,10.0,Public Office,2000-01-28,12.0,3X3,37.7196927494004,-122.472253753748,Corymbia ficifolia,Red Flowering Gum,2000.0,Portola,Not Native
4556,4.0,Public Office,2000-01-29,3.0,3X3,37.7834268147862,-122.427588006915,Hymenosporum flavum,Sweet Shade,2000.0,Nob Hill,Not Native
16568,2.0,Public Office,2000-01-29,3.0,3X3,37.7798724518028,-122.446373519186,Corymbia ficifolia,Red Flowering Gum,2000.0,Inner Richmond,Not Native
14964,3.0,Public Office,2000-01-29,3.0,3X3,37.7409909681193,-122.384519307613,Corymbia ficifolia,Red Flowering Gum,2000.0,Bayview,Not Native
16569,3.0,Public Office,2000-01-29,3.0,3X3,37.7798724518028,-122.446373519186,Corymbia ficifolia,Red Flowering Gum,2000.0,Inner Richmond,Not Native
27155,4.0,Public Office,2000-01-29,6.0,3X3,37.7333706629228,-122.403846374205,Callistemon viminalis,Weeping Bottlebrush,2000.0,Bayview,Not Native
17391,2.0,Residential,2000-02-02,3.0,4X4,37.7352212149791,-122.392934998767,Magnolia grandiflora,Southern Magnolia,2000.0,Bayview,Not Native
15198,1.0,Public Office,2000-02-02,3.0,3X3,37.7788821862108,-122.41147639327,Lophostemon confertus,Brisbane Box,2000.0,SoMa,Not Native
17393,4.0,Residential,2000-02-02,3.0,3X3,37.7353160745644,-122.393106950019,Magnolia grandiflora,Southern Magnolia,2000.0,Bayview,Not Native
22644,1.0,Residential,2000-02-02,3.0,3X3,37.7808817933373,-122.429655131034,Tristaniopsis laurina,Swamp Myrtle,2000.0,Lower Pacific Heights,Not Native
12551,7.0,Public Office,2000-02-02,18.0,3X3,37.7868470540675,-122.462316907107,Lophostemon confertus,Brisbane Box,2000.0,Inner Richmond,Not Native
6601,8.0,Public Office,2000-02-03,18.0,3X3,37.7413960662634,-122.385305868181,Ginkgo biloba,Maidenhair Tree,2000.0,Bayview,Not Native
12151,31.0,Residential,2000-02-03,6.0,3X3,37.7352559036261,-122.386349366854,Tristaniopsis laurina,Swamp Myrtle,2000.0,Bayview,Not Native
6594,1.0,Public Office,2000-02-03,12.0,3X3,37.7411240357598,-122.384826027706,Acacia melanoxylon,Blackwood Acacia,2000.0,Bayview,Not Native
25937,2.0,Public Office,2000-02-03,10.0,3x3,37.7390393164014,-122.397997385997,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
15781,1.0,Public Office,2000-02-03,12.0,3X3,37.7205288045244,-122.438128360054,Myoporum laetum,Myoporum,2000.0,Ingleside,Not Native
6595,2.0,Public Office,2000-02-03,6.0,3X3,37.7411618315488,-122.384890173648,Ginkgo biloba,Maidenhair Tree,2000.0,Bayview,Not Native
6596,3.0,Public Office,2000-02-03,6.0,3X3,37.7411956487572,-122.384948031546,Ginkgo biloba,Maidenhair Tree,2000.0,Bayview,Not Native
24908,1.0,Residential,2000-02-03,3.0,2X2,37.7249021144111,-122.402552170924,Acer x freemanii,Freeman Maple,2000.0,Bayshore,Not Native
6659,7.0,Public Office,2000-02-03,3.0,3X3,37.7423772572113,-122.386996946162,Ginkgo biloba,Maidenhair Tree,2000.0,Bayview,Not Native
15785,5.0,Public Office,2000-02-03,1.0,3X3,37.7202747581414,-122.438274557422,Pittosporum undulatum,Victorian Box,2000.0,Ingleside,Not Native
6600,7.0,Public Office,2000-02-03,18.0,3X3,37.7413562811582,-122.385236061921,Acacia melanoxylon,Blackwood Acacia,2000.0,Bayview,Not Native
25438,1.0,Residential,2000-02-09,3.0,3X3,37.7106548222305,-122.403844026987,Ulmus americana,American Elm,2000.0,Bayshore,Not Native
27448,5.0,Public Office,2000-02-09,12.0,6X6,37.7488296235385,-122.390231171446,Quercus rubra,Red Oak,2000.0,Bayview,Not Native
27585,1.0,Residential,2000-02-09,6.0,3X3,37.7576962911825,-122.409485778964,Tristaniopsis laurina 'Elegant',Small-leaf Tristania 'Elegant',2000.0,Mission,Not Native
26589,1.0,Residential,2000-02-09,6.0,3X3,37.7223694528076,-122.400157976887,Ulmus procera,English Elm,2000.0,Bayview,Not Native
1789,10.0,Public Office,2000-02-09,3.0,3X3,37.7153072596479,-122.398892125343,Lophostemon confertus,Brisbane Box,2000.0,Bayshore,Not Native
27586,2.0,Public Office,2000-02-09,15.0,3X3,37.7578001527587,-122.409496182412,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',2000.0,Mission,Not Native
26213,1.0,Public Office,2000-02-11,6.0,3X3,37.7408431028252,-122.423702384264,Tristaniopsis laurina,Swamp Myrtle,2000.0,Mission,Not Native
16054,1.0,Residential,2000-02-11,3.0,3X3,37.7314639212093,-122.440175160965,Dodonaea viscosa 'Purpurea',Purple Hopseed Bush,2000.0,Twin Peaks,Not Native
24671,1.0,Residential,2000-02-11,3.0,3X3,37.780619079617,-122.469993981711,Tristaniopsis laurina,Swamp Myrtle,2000.0,Inner Richmond,Not Native
8831,2.0,Public Office,2000-02-11,3.0,3X3,37.7812539007276,-122.462357725077,Callistemon citrinus,Lemon Bottlebrush,2000.0,Inner Richmond,Not Native
27311,1.0,Public Office,2000-02-11,4.0,1x1,37.7280862997813,-122.403874899606,Photinia fraseri,Photinia: Chinese photinia,2000.0,Bayshore,Not Native
24865,1.0,Public Office,2000-02-11,8.0,3X3,37.7281088761684,-122.403884427694,Acer rubrum,Red Maple,2000.0,Bayshore,Not Native
13928,4.0,Public Office,2000-02-12,20.0,4X4,37.7805838469879,-122.412186834853,Platanus x hispanica 'Yarwood',Yarwood Sycamore,2000.0,SoMa,Not Native
19101,1.0,Public Office,2000-02-12,3.0,3X3,37.7114773763557,-122.462106852145,Ginkgo biloba,Maidenhair Tree,2000.0,Ingleside,Not Native
19099,1.0,Public Office,2000-02-12,6.0,3X4,37.7114773763499,-122.461834317098,Ginkgo biloba,Maidenhair Tree,2000.0,Ingleside,Not Native
19102,2.0,Public Office,2000-02-12,3.0,3X3,37.7114413003767,-122.462078982125,Ginkgo biloba 'Autumn Gold',Ginkgo: Autumn Gold,2000.0,Ingleside,Not Native
139879,2.0,Public Office,2000-02-16,12.0,Width 0ft,37.7794145735382,-122.426257687028,Maytenus boaria,Mayten,2000.0,Tenderloin,Not Native
15020,1.0,Residential,2000-02-16,6.0,3x3,37.7381152477109,-122.387100932069,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
4280,1.0,Residential,2000-02-16,3.0,2X2,37.7472796005587,-122.435284935821,Cercis occidentalis,Western Redbud,2000.0,Twin Peaks,Not Native
14722,2.0,Public Office,2000-02-16,30.0,4x4,37.7799366952092,-122.425244357372,Maytenus boaria,Mayten,2000.0,Tenderloin,Not Native
26048,1.0,Residential,2000-02-16,12.0,3X3,37.7132613073418,-122.45699216426,Tristaniopsis laurina,Swamp Myrtle,2000.0,Ingleside,Not Native
26203,1.0,Residential,2000-02-16,12.0,3X3,37.7132445185618,-122.461146339416,Tristaniopsis laurina,Swamp Myrtle,2000.0,Ingleside,Not Native
26086,1.0,Residential,2000-02-16,12.0,3X3,37.7131063353114,-122.456997832325,Tristaniopsis laurina,Swamp Myrtle,2000.0,Ingleside,Not Native
41315,6.0,Residential,2000-02-24,8.0,3x3,37.757386915423,-122.412253847995,Pyrus calleryana,Ornamental Pear,2000.0,Mission,Not Native
8987,1.0,Public Office,2000-02-26,3.0,6x6,37.7806934847588,-122.474656542364,Tristaniopsis laurina,Swamp Myrtle,2000.0,Inner Richmond,Not Native
17979,1.0,Residential,2000-02-28,24.0,3x3,37.7874506409709,-122.438135716812,Corymbia ficifolia,Red Flowering Gum,2000.0,Lower Pacific Heights,Not Native
17064,1.0,Residential,2000-02-29,6.0,3x3,37.7725449036042,-122.441381999064,Tristaniopsis laurina,Swamp Myrtle,2000.0,Panhandle,Not Native
11738,16.0,Public Office,2000-03-01,3.0,2x2,37.7215789580388,-122.472455744827,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Lake Merced,Not Native
22067,5.0,Residential,2000-03-01,6.0,3X3,37.7520249673892,-122.387528540824,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
11643,6.0,Public Office,2000-03-01,3.0,2x2,37.7287460056648,-122.472143968924,Lophostemon confertus,Brisbane Box,2000.0,Portola,Not Native
24398,30.0,Public Office,2000-03-01,12.0,3,37.7238438117461,-122.472033912425,Corymbia ficifolia,Red Flowering Gum,2000.0,Portola,Not Native
27464,1.0,Residential,2000-03-01,3.0,3x3,37.7525560152567,-122.387582803206,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
22066,4.0,Residential,2000-03-01,14.0,3X3,37.7519696698654,-122.387526128851,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,2000.0,Bayview,Not Native
24402,17.0,Public Office,2000-03-01,6.0,3X3,37.7216528879997,-122.47220960662,Corymbia ficifolia,Red Flowering Gum,2000.0,Portola,Not Native
3543,53.0,Public Office,2000-03-01,3.0,3X3,37.7409358382167,-122.378401280909,Quercus ilex,Holly Oak,2000.0,Bayview,Not Native
22063,1.0,Residential,2000-03-01,3.0,3X3,37.751801868983,-122.387509247648,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
2538,6.0,Residential,2000-03-01,3.0,3X3,37.7444918448175,-122.386317974213,Pittosporum undulatum,Victorian Box,2000.0,Bayview,Not Native
11639,2.0,Public Office,2000-03-01,3.0,4x4,37.7287460056648,-122.472143968924,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Portola,Not Native
26171,16.0,Public Office,2000-03-01,30.0,3x3,37.7238438117461,-122.472033912425,Ulmus pumila,Siberian Elm,2000.0,Portola,Not Native
22065,3.0,Public Office,2000-03-01,3.0,3X3,37.7519181854896,-122.387516482698,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,2000.0,Bayview,Not Native
22064,2.0,Public Office,2000-03-01,3.0,3X3,37.7518657478303,-122.387512864733,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,2000.0,Bayview,Not Native
15605,1.0,Residential,2000-03-01,6.0,3X3,37.743323189063,-122.42122778434,Pyrus kawakamii,Evergreen Pear,2000.0,Mission,Not Native
12283,1.0,Public Office,2000-03-01,3.0,4X4,37.7786897656705,-122.427558625827,Callistemon viminalis,Weeping Bottlebrush,2000.0,Tenderloin,Not Native
22071,9.0,Residential,2000-03-02,7.0,3X3,37.7522471116152,-122.387549039968,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
35787,1.0,Residential,2000-03-03,7.0,3x3,37.7639518374443,-122.424167571577,Tristaniopsis laurina,Swamp Myrtle,2000.0,Mission,Not Native
4886,1.0,Public Office,2000-03-06,18.0,3X70,37.7195886091646,-122.409181897741,Metrosideros excelsa,New Zealand Xmas Tree,2000.0,Bayshore,Not Native
2162,4.0,Public Office,2000-03-06,3.0,3x100,37.7197873521964,-122.408427028793,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Bayshore,Not Native
13353,1.0,Public Office,2000-03-06,9.0,3X3,37.7201428931368,-122.405664951367,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Bayshore,Not Native
350,19.0,Public Office,2000-03-07,3.0,2,37.7232776319094,-122.474850005219,Lophostemon confertus,Brisbane Box,2000.0,Lake Merced,Not Native
19326,1.0,Public Office,2000-03-08,3.0,3X3,37.7178782713364,-122.464858048275,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Lake Merced,Not Native
25758,4.0,Residential,2000-03-08,12.0,3X3,37.7125247825013,-122.431588129674,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Ingleside,Not Native
17696,2.0,Public Office,2000-03-08,6.0,3X3,37.7801166436013,-122.435344894499,Pittosporum undulatum,Victorian Box,2000.0,Lower Pacific Heights,Not Native
1948,3.0,Public Office,2000-03-08,12.0,3X4,37.7338931798791,-122.381526972425,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
27248,2.0,Residential,2000-03-08,4.0,3X3,37.7401626122958,-122.420872513823,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2000.0,Mission,Not Native
27497,2.0,Public Office,2000-03-09,3.0,8,37.7772385050767,-122.44686861624,Ginkgo biloba,Maidenhair Tree,2000.0,Panhandle,Not Native
231,2.0,Public Office,2000-03-09,16.0,2,37.7330954514847,-122.475141200519,Platanus x hispanica,Sycamore: London Plane,2000.0,Lake Merced,Not Native
27534,1.0,Public Office,2000-03-09,18.0,2,37.7207963201663,-122.475428522866,Lophostemon confertus,Brisbane Box,2000.0,Lake Merced,Not Native
27494,3.0,Public Office,2000-03-09,6.0,8,37.7771964640696,-122.446854197732,Ginkgo biloba,Maidenhair Tree,2000.0,Panhandle,Not Native
12336,3.0,Public Office,2000-03-10,3.0,3X3,37.7817087679209,-122.427464910467,Lophostemon confertus,Brisbane Box,2000.0,Lower Pacific Heights,Not Native
2922,2.0,Residential,2000-03-10,35.0,3X3,37.7899842250286,-122.424676295195,Platanus x hispanica,Sycamore: London Plane,2000.0,Nob Hill,Not Native
12261,1.0,Residential,2000-03-10,3.0,3X3,37.7770052022278,-122.426286620749,Ulmus parvifolia,Chinese Elm,2000.0,Tenderloin,Not Native
2313,1.0,Residential,2000-03-10,3.0,3X3,37.7584968269853,-122.409553821766,Magnolia grandiflora,Southern Magnolia,2000.0,Mission,Not Native
1871,1.0,Residential,2000-03-14,3.0,3X3,37.7100026401694,-122.40472405137,Lophostemon confertus,Brisbane Box,2000.0,Bayshore,Not Native
18923,1.0,Residential,2000-03-15,6.0,4X4,37.7894189336721,-122.436760123981,Cupaniopsis anacardioides,Carrotwood,2000.0,Lower Pacific Heights,Not Native
41420,1.0,Residential,2000-03-17,6.0,5x5,37.7746063827707,-122.510222803918,Metrosideros excelsa,New Zealand Xmas Tree,2000.0,Outer Richmond,Not Native
25337,6.0,Public Office,2000-03-21,15.0,3X3,37.7114801885417,-122.461400629858,Ulmus pumila,Siberian Elm,2000.0,Ingleside,Not Native
14750,2.0,Residential,2000-03-23,3.0,4X4,37.7796153416711,-122.427746985107,Eriobotrya deflexa,Bronze Loquat,2000.0,Lower Pacific Heights,Not Native
11728,3.0,Public Office,2000-03-27,3.0,2x3,37.7215789580388,-122.472455744827,Arbutus 'Marina',Hybrid Strawberry Tree,2000.0,Lake Merced,Not Native
4016,2.0,Public Office,2000-03-27,3.0,3X3,37.7506230149756,-122.382788188693,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2000.0,Bayview,Not Native
9419,8.0,Public Office,2000-03-29,3.0,4X4,37.7808061399353,-122.42276752011,Pittosporum undulatum,Victorian Box,2000.0,Tenderloin,Not Native
9542,10.0,Public Office,2000-03-31,3.0,3X3,37.7799066435706,-122.429842866574,Melaleuca quinquenervia,Cajeput,2000.0,Lower Pacific Heights,Not Native
41441,1.0,Residential,2000-03-31,6.0,3x3,37.7761010398668,-122.422209792973,Tristaniopsis laurina,Swamp Myrtle,2000.0,Tenderloin,Not Native
9522,1.0,Residential,2000-03-31,6.0,3X3,37.7805542178607,-122.427933997943,Pittosporum undulatum,Victorian Box,2000.0,Lower Pacific Heights,Not Native
9529,1.0,Residential,2000-03-31,3.0,3X3,37.7801180293545,-122.428269582102,Pittosporum undulatum,Victorian Box,2000.0,Lower Pacific Heights,Not Native
9539,7.0,Public Office,2000-03-31,3.0,3X3,37.779929432705,-122.429640587781,Pittosporum undulatum,Victorian Box,2000.0,Lower Pacific Heights,Not Native
77991,3.0,Public Office,2000-04-01,10.0,3x3,37.7263740781507,-122.432395819389,Pittosporum crassifolium,Karo Tree,2000.0,Ingleside,Not Native
77990,2.0,Public Office,2000-04-01,8.0,3x3,37.7263740781507,-122.432395819389,Melaleuca ericifolia,Heath Melaleuca,2000.0,Ingleside,Not Native
77992,4.0,Public Office,2000-04-01,16.0,3x3,37.7263740781507,-122.432395819389,Melaleuca ericifolia,Heath Melaleuca,2000.0,Ingleside,Not Native
26932,1.0,Public Office,2000-04-05,3.0,3X3,37.7790770280177,-122.43632769329,Pittosporum undulatum,Victorian Box,2000.0,Lower Pacific Heights,Not Native
26925,4.0,Public Office,2000-04-05,3.0,3X3,37.7791396552149,-122.435841908412,Pittosporum undulatum,Victorian Box,2000.0,Lower Pacific Heights,Not Native
20709,2.0,Public Office,2000-04-05,3.0,10,37.7571187293471,-122.495595850389,Metrosideros excelsa,New Zealand Xmas Tree,2000.0,Sunset,Not Native
25344,8.0,Public Office,2000-04-05,3.0,10,37.7589316586961,-122.49559652289,Metrosideros excelsa,New Zealand Xmas Tree,2000.0,Sunset,Not Native
26274,1.0,Residential,2000-04-05,12.0,3X3,37.7430937406542,-122.421223237688,Lophostemon confertus,Brisbane Box,2000.0,Mission,Not Native
10565,1.0,Public Office,2000-04-06,3.0,3X4,37.7334583337164,-122.379751118908,Lophostemon confertus,Brisbane Box,2000.0,Bayview,Not Native
25607,1.0,Residential,2000-04-07,3.0,3X3,37.7399092531173,-122.411654094874,Pyrus calleryana,Ornamental Pear,2000.0,Mission,Not Native
20770,1.0,Public Office,2000-04-13,3.0,10,37.7552818900199,-122.495470028613,Metrosideros excelsa,New Zealand Xmas Tree,2000.0,Sunset,Not Native
22069,8.0,Public Office,2000-04-18,3.0,3X3,37.7521908608401,-122.387541804919,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,2000.0,Bayview,Not Native
18641,1.0,Public Office,2000-04-19,3.0,3X4,37.7366998078586,-122.38309692992,Pyrus kawakamii,Evergreen Pear,2000.0,Bayview,Not Native
18636,2.0,Public Office,2000-04-19,3.0,3X3,37.736478907812,-122.3833405631,Pyrus kawakamii,Evergreen Pear,2000.0,Bayview,Not Native
8048,4.0,Public Office,2000-04-19,12.0,3X3,37.7789600951073,-122.425078130411,Pittosporum undulatum,Victorian Box,2000.0,Tenderloin,Not Native
41540,6.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41541,3.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41529,3.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41538,10.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41543,2.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41544,1.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
2422,1.0,Residential,2000-04-20,3.0,3X3,37.7490801589169,-122.408659105156,Acer rubrum,Red Maple,2000.0,Mission,Not Native
41528,5.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41531,5.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41545,11.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41532,6.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
4129,1.0,Public Office,2000-04-20,3.0,3X3,37.7482461006798,-122.419479694927,Platanus x hispanica,Sycamore: London Plane,2000.0,Mission,Not Native
41542,4.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41530,4.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41533,9.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
2425,1.0,Public Office,2000-04-20,3.0,3X3,37.7489557035601,-122.408640465788,Malus floribunda,Showy Crab Apple: Japanese Crabapple,2000.0,Mission,Not Native
41539,7.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
235987,1.0,Residential,2000-04-20,10.0,Width 3ft,37.7529587370629,-122.427662389714,Prunus cerasifera,Cherry Plum,2000.0,Castro,Not Native
41537,9.0,Residential,2000-04-20,6.0,3x3,37.7809741671498,-122.389907397894,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
41536,8.0,Residential,2000-04-20,6.0,3x3,37.7799803743496,-122.389299616981,Lophostemon confertus,Brisbane Box,2000.0,South Beach,Not Native
17856,1.0,Public Office,2000-04-21,10.0,3X3,37.7881565558045,-122.431374278321,Olea europaea,Olive Tree,2000.0,Lower Pacific Heights,Not Native
41546,1.0,Residential,2000-04-21,8.0,3x3,37.7860855853855,-122.460431979654,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',2000.0,Inner Richmond,Not Native
12449,1.0,Public Office,2000-04-21,3.0,3x3,37.7886185728388,-122.428932704083,Olea europaea,Olive Tree,2000.0,Lower Pacific Heights,Not Native
13062,1.0,Residential,2000-04-21,6.0,2X2,37.8031495768645,-122.411324605789,Magnolia doltsopa,Himalayan Magnolia,2000.0,North Beach,Not Native
22308,3.0,Public Office,2000-04-24,3.0,3x3,37.7326290611665,-122.391158343086,Pyrus calleryana 'Chanticleer',Ornamental Pear Tree 'Chanticleer',2000.0,Bayview,Not Native
23626,1.0,Public Office,2000-04-24,18.0,3X3,37.7429326919899,-122.420858711776,Lophostemon confertus,Brisbane Box,2000.0,Mission,Not Native
24172,5.0,Public Office,2000-04-26,12.0,3x3,37.7345713981576,-122.384910134993,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
24190,6.0,Public Office,2000-04-26,6.0,3x3,37.736427970914,-122.38570241579,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
24069,2.0,Public Office,2000-04-26,6.0,3X3,37.7358825859465,-122.385734303791,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
24087,9.0,Residential,2000-04-26,9.0,3X3,37.7360921261264,-122.385758322913,Melaleuca quinquenervia,Cajeput,2000.0,Bayview,Not Native
22839,2.0,Public Office,2000-05-01,3.0,2X2,37.7433111213199,-122.443767097286,Ginkgo biloba,Maidenhair Tree,2000.0,Twin Peaks,Not Native
22838,1.0,Public Office,2000-05-01,3.0,2X2,37.7432793203754,-122.443858110463,Ginkgo biloba,Maidenhair Tree,2000.0,Twin Peaks,Not Native
