tree_id,latitude,longitude,caretaker,species_latin,species_english,year,Native
96686,37.78204201,-122.492519,Private,Phoenix canariensis,Canary Island Date Palm,2011,Exotic
96687,37.78198283,-122.4925125,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
96690,37.7817381,-122.4924904,Private,Melaleuca quinquenervia,Cajeput,2011,Exotic
96691,37.7817381,-122.4924904,Private,Melaleuca quinquenervia,Cajeput,2011,Exotic
96689,37.7817381,-122.4924904,Private,Melaleuca quinquenervia,Cajeput,2011,Exotic
96688,37.7817381,-122.4924904,Private,Melaleuca quinquenervia,Cajeput,2011,Exotic
96694,37.7817381,-122.4924904,Private,Phoenix canariensis,Canary Island Date Palm,2011,Exotic
96695,37.7817381,-122.4924904,Private,Phoenix canariensis,Canary Island Date Palm,2011,Exotic
96692,37.7817381,-122.4924904,Private,Phoenix canariensis,Canary Island Date Palm,2011,Exotic
96693,37.7817381,-122.4924904,Private,Phoenix canariensis,Canary Island Date Palm,2011,Exotic
95445,37.74592072,-122.492096,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95446,37.7458387,-122.4920938,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95449,37.74569588,-122.4920826,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
95592,37.74583187,-122.4919431,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95447,37.74578854,-122.4919404,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
9266,37.77978468,-122.4916455,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95980,37.77996288,-122.4914999,Department of Public Works,Quercus suber,Cork Oak,2011,Exotic
9257,37.77981762,-122.4908092,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95990,37.775341,-122.4907608,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
30842,37.77313467,-122.4905998,Private,Acer palmatum,Japanese Maple,2011,Exotic
9256,37.77982885,-122.4905952,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95992,37.77302423,-122.4905907,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
95910,37.75246796,-122.4903968,Private,Crataegus laevigata,English Hawthorn,2011,Exotic
95440,37.75225159,-122.4903776,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95989,37.78241949,-122.4903539,Private,Pittosporum undulatum,Victorian Box,2011,Exotic
95439,37.75225307,-122.4901456,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95468,37.7791538,-122.4901137,Other Municipal Authorities,Olea europaea,Olive Tree,2011,Exotic
33169,37.74227783,-122.4900576,Private,Pittosporum undulatum,Victorian Box,2011,Exotic
95481,37.77812684,-122.4900457,Other Municipal Authorities,Olea europaea,Olive Tree,2011,Exotic
96491,37.74947913,-122.4900425,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
95458,37.77693133,-122.489965,Other Municipal Authorities,Olea europaea,Olive Tree,2011,Exotic
95460,37.77677535,-122.4899493,Other Municipal Authorities,Olea europaea,Olive Tree,2011,Exotic
95463,37.77635395,-122.4899161,Other Municipal Authorities,Olea europaea,Olive Tree,2011,Exotic
95464,37.7762959,-122.4899123,Other Municipal Authorities,Metrosideros excelsa,New Zealand Xmas Tree,2011,Exotic
95991,37.7752835,-122.4898113,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
96149,37.77444311,-122.4897767,Private,Olea europaea,Olive Tree,2011,Exotic
95441,37.74339321,-122.4897611,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95880,37.73367082,-122.4897271,Private,Pinus radiata,Monterey Pine,2011,CA Native
95884,37.73367082,-122.4897271,Private,Pinus radiata,Monterey Pine,2011,CA Native
9254,37.78001823,-122.4896054,Department of Public Works,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
9253,37.78002347,-122.4895638,Department of Public Works,Tristaniopsis laurina 'Elegant',Small-leaf Tristania 'Elegant',2011,Exotic
95525,37.76481184,-122.4895574,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95591,37.76481632,-122.489484,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95442,37.73987456,-122.4893709,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
96861,37.78212769,-122.4892593,Private,Magnolia grandiflora 'Little Gem',Little Gem Magnolia,2011,Exotic
96862,37.78208054,-122.4892538,Private,Magnolia grandiflora 'Little Gem',Little Gem Magnolia,2011,Exotic
24688,37.77974201,-122.4892512,Department of Public Works,Tristaniopsis laurina 'Elegant',Small-leaf Tristania 'Elegant',2011,Exotic
96961,37.74418609,-122.489248,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95195,37.78453718,-122.4891922,Private,Myoporum laetum,Myoporum,2011,Exotic
95575,37.7814494,-122.4890527,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95573,37.78136407,-122.4890494,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95574,37.78141915,-122.489048,Private,Pittosporum undulatum,Victorian Box,2011,Exotic
95572,37.7813213,-122.489045,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95979,37.77995129,-122.4890031,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95883,37.73406014,-122.4889745,Private,Pinus radiata,Monterey Pine,2011,CA Native
95885,37.73406014,-122.4889745,Private,Pinus radiata,Monterey Pine,2011,CA Native
95881,37.73406014,-122.4889745,Private,Pinus radiata,Monterey Pine,2011,CA Native
95882,37.73406014,-122.4889745,Private,Pinus radiata,Monterey Pine,2011,CA Native
95438,37.74647855,-122.4887463,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95939,37.77479594,-122.4885758,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95938,37.77474527,-122.4885743,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95526,37.75191249,-122.4883692,Private,Hakea suaveolens,Sweet Hakea Tree,2011,Exotic
95527,37.75191249,-122.4883692,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
97556,37.7828973,-122.4882456,Private,Magnolia grandiflora,Southern Magnolia,2011,Exotic
95932,37.78525682,-122.4881534,Private,Magnolia grandiflora 'Little Gem',Little Gem Magnolia,2011,Exotic
96900,37.78304298,-122.4880995,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
96898,37.7829779,-122.4880948,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
96899,37.78300978,-122.4880925,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
97279,37.78575653,-122.4880699,Private,Magnolia grandiflora,Southern Magnolia,2011,Exotic
97282,37.78575653,-122.4880699,Private,Magnolia grandiflora,Southern Magnolia,2011,Exotic
97281,37.78575653,-122.4880699,Private,Magnolia grandiflora,Southern Magnolia,2011,Exotic
97280,37.78575653,-122.4880699,Private,Magnolia grandiflora,Southern Magnolia,2011,Exotic
95978,37.78000793,-122.4879381,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95977,37.78000793,-122.4879381,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95909,37.7602144,-122.4877106,Private,Agonis flexuosa,Peppermint Willow,2011,Exotic
95934,37.7766256,-122.4876309,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
95935,37.77587452,-122.4875821,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95933,37.77692615,-122.487566,Private,Pittosporum undulatum,Victorian Box,2011,Exotic
95936,37.77596809,-122.4874964,Private,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
95937,37.77552253,-122.4874641,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
95437,37.7580651,-122.4873299,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95929,37.78170976,-122.4871385,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95976,37.78019606,-122.4871078,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95975,37.78019606,-122.4871078,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95930,37.7793893,-122.4869138,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95904,37.76297874,-122.486898,Private,Metrosideros excelsa,New Zealand Xmas Tree,2011,Exotic
95906,37.7626482,-122.4868027,Private,Crataegus laevigata,English Hawthorn,2011,Exotic
97276,37.77900142,-122.4867304,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
40377,37.76382809,-122.4867301,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95931,37.77638849,-122.4866995,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
12863,37.7856096,-122.4865417,Department of Public Works,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95907,37.76050276,-122.4865122,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
98165,37.77499468,-122.4864418,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
12854,37.78579745,-122.4857765,Department of Public Works,Lophostemon confertus,Brisbane Box,2011,Exotic
95927,37.77834272,-122.4857643,Private,Ginkgo biloba,Maidenhair Tree,2011,Exotic
95993,37.77424909,-122.4854688,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95928,37.77517492,-122.4853742,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
86543,37.75499021,-122.4851934,Department of Public Works,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
90487,37.78694152,-122.4851366,Private,Olea europaea,Olive Tree,2011,Exotic
95973,37.78025982,-122.4850201,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95974,37.78025982,-122.4850201,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95524,37.75954872,-122.4849658,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95915,37.75211476,-122.4840833,Private,Pyrus calleryana,Ornamental Pear,2011,Exotic
95914,37.75211211,-122.4838597,Private,Lyonothamnus floribundus subsp. asplenifolius,Santa Cruz Ironwood,2011,CA Native
97495,37.77828811,-122.4838341,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
97494,37.77828811,-122.4837707,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
67954,37.77828891,-122.4837113,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95926,37.77722602,-122.4835923,Private,Magnolia grandiflora 'Little Gem',Little Gem Magnolia,2011,Exotic
37638,37.77962445,-122.4835507,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
96644,37.78574875,-122.4833808,Private,Callistemon citrinus,Lemon Bottlebrush,2011,Exotic
45055,37.74428222,-122.4833759,Private,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,2011,Exotic
95971,37.78036299,-122.4828471,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95434,37.7473975,-122.4825857,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95925,37.77890192,-122.4825794,Private,Rhamnus alaternus,Italian Buckthorn,2011,Exotic
95433,37.74747469,-122.4825265,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
86185,37.75558575,-122.4820261,Department of Public Works,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
67950,37.77446611,-122.4819895,Private,Maytenus boaria,Mayten,2011,Exotic
96917,37.7744686,-122.4818987,Private,Prunus x yedoensis,Yoshino Cherry,2011,Exotic
72899,37.73795816,-122.4818726,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95921,37.78262681,-122.4817805,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
96607,37.75391634,-122.4816135,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
95431,37.75138192,-122.4815732,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
93047,37.781656,-122.4815413,Private,Olea europaea,Olive Tree,2011,Exotic
95923,37.78001059,-122.4814304,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95922,37.77983732,-122.481418,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
9114,37.78011108,-122.4813442,Department of Public Works,Olea europaea,Olive Tree,2011,Exotic
95429,37.76075553,-122.4812973,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95896,37.75854757,-122.4811458,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
97293,37.7635323,-122.4811343,Private,Olea europaea 'Fruitless',Fruitless Olive,2011,Exotic
95924,37.77776913,-122.4810091,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
56831,37.75415709,-122.4809442,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
96362,37.76083202,-122.4809391,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
95911,37.75958057,-122.4808893,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
51567,37.75436611,-122.4808569,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95899,37.75573298,-122.4807835,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95898,37.75564886,-122.4807775,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95902,37.75305332,-122.4807692,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95897,37.75556182,-122.4807657,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95901,37.75569378,-122.4807135,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95900,37.75569378,-122.4807135,Private,Lagunaria patersonii,Primrose Tree,2011,Exotic
95970,37.78046247,-122.4807038,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95903,37.75057785,-122.4804416,Private,Arbutus unedo,Strawberry Tree,2011,Exotic
12782,37.78604407,-122.4802543,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
94798,37.74113126,-122.4799957,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
94797,37.74113126,-122.4799957,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
94799,37.74113126,-122.4799957,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
95593,37.75610767,-122.4799658,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95424,37.75610767,-122.4799658,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95594,37.75610767,-122.4799658,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95595,37.75610767,-122.4799658,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95428,37.75582566,-122.4799434,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95426,37.75582566,-122.4799434,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95427,37.75582566,-122.4799434,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
95425,37.75579622,-122.4798894,Private,Olea europaea,Olive Tree,2011,Exotic
251044,37.78031557,-122.4797214,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95969,37.78051337,-122.4795941,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95968,37.78051337,-122.4795941,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
31576,37.75165243,-122.4795825,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95894,37.75614785,-122.4789964,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95893,37.75614785,-122.4789964,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95892,37.75607644,-122.4789086,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95891,37.75624442,-122.4788392,Private,Pyrus calleryana,Ornamental Pear,2011,Exotic
96676,37.75595458,-122.4788096,Private,Prunus spp,Cherry,2011,Exotic
95422,37.75704889,-122.4787408,Private,Olea europaea,Olive Tree,2011,Exotic
251042,37.78036531,-122.4787383,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95888,37.75683009,-122.4787317,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95890,37.75679622,-122.4787308,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95889,37.75674943,-122.478723,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
97050,37.75335615,-122.4786996,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
97484,37.78641206,-122.478674,Private,Prunus x yedoensis,Yoshino Cherry,2011,Exotic
97483,37.78637097,-122.4786642,Private,Prunus x yedoensis,Yoshino Cherry,2011,Exotic
95528,37.74486687,-122.4785952,Private,Prunus serrulata,Ornamental Cherry,2011,Exotic
97119,37.74276775,-122.478566,Private,Magnolia doltsopa,Himalayan Magnolia,2011,Exotic
97121,37.74276775,-122.478566,Private,Magnolia doltsopa,Himalayan Magnolia,2011,Exotic
97120,37.74276775,-122.478566,Private,Magnolia doltsopa,Himalayan Magnolia,2011,Exotic
95967,37.7805919,-122.4785275,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95966,37.7805919,-122.4785275,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
12754,37.78613697,-122.478268,Private,Laurus nobilis,Sweet Bay: Grecian Laurel,2011,Exotic
95423,37.74696516,-122.4782526,Private,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia,2011,Exotic
95334,37.71602828,-122.4778881,Private,Pinus radiata,Monterey Pine,2011,CA Native
96474,37.75427232,-122.4777987,Private,Metrosideros excelsa,New Zealand Xmas Tree,2011,Exotic
95522,37.76175379,-122.4777193,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
251039,37.78040451,-122.4776787,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95886,37.75321119,-122.4775649,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95965,37.78060771,-122.4775056,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
56424,37.78275341,-122.4774878,Private,Dodonaea viscosa 'Purpurea',Purple Hopseed Bush,2011,Exotic
9031,37.78023987,-122.4769605,Department of Public Works,Olea europaea 'Fruitless',Fruitless Olive,2011,Exotic
9019,37.78044929,-122.4767699,Department of Public Works,Callistemon citrinus,Lemon Bottlebrush,2011,Exotic
31727,37.74195974,-122.4765979,Private,Laurus nobilis,Sweet Bay: Grecian Laurel,2011,Exotic
31728,37.74186039,-122.476589,Private,Laurus nobilis,Sweet Bay: Grecian Laurel,2011,Exotic
9013,37.78047216,-122.4765509,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95071,37.7820193,-122.4763543,Private,Magnolia grandiflora 'Little Gem',Little Gem Magnolia,2011,Exotic
95961,37.78069312,-122.4756181,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95964,37.78069312,-122.4756181,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95963,37.78069312,-122.4756181,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95962,37.78069312,-122.4756181,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
95601,37.78554914,-122.4755361,Private,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
95887,37.74925939,-122.4748971,Private,Melaleuca linariifolia,Flaxleaf Paperbark,2011,Exotic
96218,37.78549796,-122.474406,Private,Maytenus boaria,Mayten,2011,Exotic
95960,37.78075914,-122.4741583,Department of Public Works,Corymbia ficifolia,Red Flowering Gum,2011,Exotic
95959,37.78075914,-122.4741583,Department of Public Works,Pittosporum undulatum,Victorian Box,2011,Exotic
37478,37.7623217,-122.4739065,Private,Melaleuca quinquenervia,Cajeput,2011,Exotic
251030,37.78045343,-122.4736484,Department of Public Works,Olea europaea,Olive Tree,2011,Exotic
95919,37.77477437,-122.4736303,Private,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
95920,37.77468375,-122.4736207,Private,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
8974,37.78032557,-122.473578,Department of Public Works,Olea europaea 'Fruitless',Fruitless Olive,2011,Exotic
95918,37.77529864,-122.4735096,Private,Agonis flexuosa,Peppermint Willow,2011,Exotic
51860,37.76305756,-122.472651,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
50935,37.74806856,-122.4716058,Private,Prunus cerasifera 'Krauter vesuvius',Purple Leaf Plum Krauter Vesuvius,2011,Exotic
96646,37.74414279,-122.4712613,Private,Acacia melanoxylon,Blackwood Acacia,2011,Exotic
96645,37.74414279,-122.4712613,Private,Acacia melanoxylon,Blackwood Acacia,2011,Exotic
64159,37.77432096,-122.4712453,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
95695,37.77832504,-122.4706158,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
97422,37.73278519,-122.470572,Private,Prunus cerasifera 'Krauter vesuvius',Purple Leaf Plum Krauter Vesuvius,2011,Exotic
54092,37.73279665,-122.4705487,Private,Prunus cerasifera 'Krauter vesuvius',Purple Leaf Plum Krauter Vesuvius,2011,Exotic
97558,37.73966552,-122.4704895,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
24662,37.78090886,-122.4700212,Department of Public Works,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
97887,37.77517661,-122.4698341,Private,Agonis flexuosa 'After Dark',Peppermint willow 'After Dark',2011,Exotic
97503,37.74872625,-122.4696753,Private,Liquidambar styraciflua,American Sweet Gum,2011,CA Native
95705,37.75517911,-122.4691994,Private,Olea europaea 'Wilsonii',Wilson Olive Semi-fruitless,2011,Exotic
95196,37.74072805,-122.4690102,Private,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,2011,Exotic
83962,37.76217239,-122.4686224,Private,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
96403,37.7424503,-122.4682761,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
81369,37.74315387,-122.4679529,Private,Callistemon citrinus,Lemon Bottlebrush,2011,Exotic
54682,37.76560733,-122.4674062,Private,Magnolia grandiflora 'Saint Mary',Saint Mary Magnolia,2011,Exotic
96632,37.7655232,-122.467331,Private,Magnolia grandiflora 'Saint Mary',Saint Mary Magnolia,2011,Exotic
97557,37.76355428,-122.4671934,Private,Prunus serrula,Birchbark Cherry,2011,Exotic
95817,37.78335655,-122.4667769,Private,Crataegus phaenopyrum,Washington Hawthorn,2011,Exotic
65681,37.78236958,-122.4666161,Private,Pyrus calleryana 'Chanticleer',Ornamental Pear Tree 'Chanticleer',2011,Exotic
95604,37.78192882,-122.4665859,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
95605,37.7818474,-122.4665735,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
35823,37.75634225,-122.4658636,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
47175,37.72817176,-122.4657805,Private,Prunus serrulata 'Akebono','Akebono' Cherry,2011,Exotic
95686,37.74583093,-122.4652837,Private,Pinus radiata,Monterey Pine,2011,CA Native
55370,37.73054252,-122.4652346,Private,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,2011,Exotic
97946,37.74895974,-122.4648541,Private,Prunus serrulata 'Royal Burgundy',Royal Burgundy Flowering Cherry Tree,2011,Exotic
97947,37.74895974,-122.4648541,Private,Prunus serrulata 'Royal Burgundy',Royal Burgundy Flowering Cherry Tree,2011,Exotic
97948,37.74895974,-122.4648541,Private,Prunus serrulata 'Royal Burgundy',Royal Burgundy Flowering Cherry Tree,2011,Exotic
97209,37.75532477,-122.464471,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
95781,37.75363597,-122.464354,Private,Prunus cerasifera 'Krauter vesuvius',Purple Leaf Plum Krauter Vesuvius,2011,Exotic
59093,37.77673121,-122.4640596,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
71084,37.76024581,-122.4638107,Private,Platanus x hispanica,Sycamore: London Plane,2011,Exotic
82056,37.71885302,-122.4636406,Private,Prunus spp,Cherry,2011,Exotic
2784,37.77547191,-122.4633616,Department of Public Works,Butia capitata,Pindo Palm,2011,Exotic
2782,37.77548159,-122.4631878,Department of Public Works,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
54058,37.76410511,-122.4631291,Private,Magnolia grandiflora 'Saint Mary',Saint Mary Magnolia,2011,Exotic
45656,37.7640984,-122.4631106,Private,Magnolia grandiflora 'Saint Mary',Saint Mary Magnolia,2011,Exotic
45655,37.7640984,-122.4631106,Private,Magnolia grandiflora 'Saint Mary',Saint Mary Magnolia,2011,Exotic
74187,37.70950531,-122.4630295,Private,Hakea suaveolens,Sweet Hakea Tree,2011,Exotic
96489,37.77384827,-122.4628863,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
96488,37.77385193,-122.4628461,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
41939,37.77642392,-122.4628017,Private,Crateagus spp,Hawthorn,2011,Exotic
41940,37.77645528,-122.4627682,Private,Leptospermum scoparium,New Zealand Tea Tree,2011,Exotic
96490,37.77380185,-122.4627061,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
7140,37.77535683,-122.46248,Department of Public Works,Ginkgo biloba,Maidenhair Tree,2011,Exotic
7681,37.77539071,-122.4619045,Department of Public Works,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
7682,37.77539071,-122.4619045,Department of Public Works,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
54231,37.76500258,-122.4598452,Private,Maytenus boaria,Mayten,2011,Exotic
96293,37.74679087,-122.4595675,Private,Arbutus unedo,Strawberry Tree,2011,Exotic
96294,37.74679087,-122.4595675,Private,Olea europaea,Olive Tree,2011,Exotic
96352,37.76317801,-122.458695,Private,Metrosideros excelsa,New Zealand Xmas Tree,2011,Exotic
96351,37.76317801,-122.458695,Private,Metrosideros excelsa,New Zealand Xmas Tree,2011,Exotic
95702,37.72264904,-122.4583224,Private,Pyrus calleryana 'Chanticleer',Ornamental Pear Tree 'Chanticleer',2011,Exotic
213792,37.72265844,-122.45827,Private,Pyrus calleryana,Ornamental Pear,2011,Exotic
97491,37.72587017,-122.4580227,Private,Arbutus 'Marina',Hybrid Strawberry Tree,2011,Exotic
97301,37.74080861,-122.4574979,Private,Cordyline australis,Dracena Palm,2011,Exotic
97421,37.70937298,-122.4573213,Private,Eriobotrya deflexa,Bronze Loquat,2011,Exotic
80264,37.7774403,-122.4572472,Private,Pittosporum undulatum,Victorian Box,2011,Exotic
81061,37.77744088,-122.4571745,Private,Pittosporum undulatum,Victorian Box,2011,Exotic
98164,37.74563253,-122.4571345,Private,Magnolia x alba,White Champaca,2011,Exotic
62286,37.78003733,-122.4570309,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
8777,37.78151014,-122.4568592,Department of Public Works,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
97204,37.78209678,-122.4567709,Private,Ginkgo biloba,Maidenhair Tree,2011,Exotic
80844,37.77755803,-122.4562742,Private,Tristaniopsis laurina,Swamp Myrtle,2011,Exotic
97763,37.78356468,-122.4557769,Private,Prunus cerasifera,Cherry Plum,2011,Exotic
36159,37.78324015,-122.4555587,Private,Pyrus calleryana,Ornamental Pear,2011,Exotic
